"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1799","orthokeratotic hyperkeratosis",NA,"Skin condition","Dermatological condition","Disease","Disease",4,3
"1800","follicular hyperkeratosis",NA,"Skin condition","Disease","Disease","Disease",4,2
"1801","hypermelanosis",NA,"Disease","Disease","Disease","Symptom",4,2
"1802","haemosiderin deposits",NA,"Biomarker","Pathological finding","Pathological finding","Pathological finding",4,2
"1803","intraeritrocitic parasites",NA,"Pathogen","Parasite","Pathogen","Pathogen",4,2
"1804","most animals",NA,"Host",NA,NA,NA,1,1
"1805","population",NA,"Host population","Host population","Host","Population",4,3
"1806","observed in",NA,"Location",NA,NA,NA,1,1
"1807","nephrolithiasis",NA,"Disease",NA,NA,"Disease",2,1
"1808","2004",NA,"Year","Year","Year","Year",4,1
"1809","2005",NA,"Year",NA,NA,"Year",2,1
"1810","necropsy examination",NA,"Diagnostic procedure",NA,NA,NA,1,1
"1811","kidneys",NA,"Organ",NA,NA,NA,1,1
"1812","renal pelvic dilation",NA,"Anatomical Feature","Anatomical Abnormality",NA,NA,2,2
"1813","pyelonephritis",NA,"Disease","Disease",NA,NA,2,1
"1814","hydronephrosis",NA,"Disease","Disease",NA,NA,2,1
"1815","uric acid",NA,"Biomolecule","Metabolite",NA,NA,2,2
"1816","ammonium urate",NA,"Biomolecule","Compound",NA,NA,2,2
"1817","metabolic derangements",NA,"Clinical Manifestation","Physiological abnormality",NA,NA,2,2
"1818","human granulocytic ehrlichiosis (HGE)",NA,"Disease",NA,NA,NA,1,1
"1819","HGE agent",NA,"Pathogen","Pathogen",NA,NA,2,1
"1820","Ehrlichia equi",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"1821","blood smears",NA,"Diagnostic tool","Diagnostic tool","Diagnostic sample","Diagnostic tool",4,2
"1822","111",NA,"Undefined",NA,NA,"Unknown",2,2
"1823","1,024",NA,"Number",NA,NA,"Number",2,1
"1824","1/5",NA,"Proportion",NA,NA,"Proportion",2,1
"1825","3/5",NA,"Proportion",NA,NA,"Proportion of individuals that died",2,2
"1826","African swine fever",NA,"Disease","Disease","Disease","Disease",4,1
"1827","Zebra",NA,"Animal","Mammal","Host","Host",4,3
"1828","8",NA,"Undefined",NA,NA,"Undefined",2,1
"1829","535",NA,"Proportion of individuals that died",NA,NA,"Number of individuals that died",2,2
"1830","majority",NA,"Proportion",NA,NA,NA,1,1
"1831","fewer",NA,"Quantity",NA,NA,NA,1,1
"1832","reservoirs of infection",NA,"Biological reservoir",NA,NA,"Host",2,2
"1833","Canada",NA,"Country","Country","Location","Country",4,2
"1834","fall 1991",NA,"Time period","Time period","Time","Time period",4,2
"1835","coagulase-positive Staphylococcus aureus",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1836","valvular endocarditis",NA,"Disease","Disease","Disease",NA,3,1
"1837","other organs",NA,"Anatomical Structure",NA,NA,"Body part",2,2
"1838","radio-collared",NA,"Animal Tracking Device",NA,NA,"Method",2,2
"1839","Delta Junction, Alaska",NA,"Location",NA,NA,NA,1,1
"1840","1984",NA,"Year","Year","Year","Year",4,1
"1841","Serum antibody prevalence",NA,"Epidemiological measure","Measure","Proportion",NA,3,3
"1842","free-ranging",NA,"Ecological Context","Host status",NA,NA,2,2
"1843","infection",NA,"Disease",NA,"Disease",NA,2,1
"1844","feline immunodeficiency virus",NA,"Pathogen",NA,"Pathogen",NA,2,1
"1845","FIV",NA,"Pathogen","Virus","Pathogen","Pathogen",4,2
"1846","feline parvovirus",NA,"Pathogen",NA,"Pathogen",NA,2,1
"1847","FPV",NA,"Pathogen","Virus","Virus","Pathogen",4,2
"1848","feline coronavirus",NA,"Pathogen",NA,"Pathogen",NA,2,1
"1849","FCoV",NA,"Pathogen","Feline Coronavirus","Pathogen","Pathogen",4,2
"1850","feline calicivirus",NA,"Pathogen",NA,"Pathogen",NA,2,1
"1851","FCV",NA,"Pathogen","Virus","Virus","Pathogen",4,2
"1852","CDV",NA,"Disease","Virus","Disease","Disease",4,2
"1853","feline herpesvirus",NA,"Pathogen",NA,"Pathogen",NA,2,1
"1854","FHV",NA,"Pathogen","Virus","Virus","Pathogen",4,2
"1855","Y. pestis",NA,"Pathogen","Pathogen",NA,NA,2,1
"1856","207",NA,"Number of individuals that died","Number of individuals that died",NA,"Number of individuals that died",3,1
"1857","genetic material",NA,"Biological component",NA,NA,"Biological component",2,1
"1858","age",NA,"Demographic",NA,NA,NA,1,1
"1859","sex",NA,"Demographic Factor",NA,NA,NA,1,1
"1860","location",NA,"Unspecified","Geographic location","Geographic location","Geographical area",4,3
"1861","transmission",NA,"Process","Mechanistic",NA,"Event",3,3
"1862","family groups",NA,"Social Group",NA,NA,"Social structure",2,2
"1863","host sex",NA,"Host characteristic",NA,NA,"Host characteristic",2,1
"1864","exposure probability",NA,"Risk Factor","Property",NA,NA,2,2
"1865","332",NA,"Number of individuals infected","Number of individuals that died",NA,NA,2,2
"1866","L. hardjo",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1867","L. icterohaemorrhagiae",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1868","L. pomona",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1869","influenza A virus",NA,"Pathogen","Virus",NA,"Pathogen",3,2
"1870","caliciviruses",NA,"Virus","Virus",NA,"Pathogen",3,2
"1871","antibodies",NA,"Immune response component","Immune response component",NA,"Immune response",3,2
"1872","virus neutralization test",NA,"Test","Test",NA,"Test",3,1
"1873","microagglutination test",NA,"Test","Test",NA,"Test",3,1
"1874","Brucella serology",NA,"Test",NA,NA,NA,1,1
"1875","card test",NA,"Test","Test",NA,"Test",3,1
"1876","complement fixation (CF) test",NA,"Test","Test",NA,"Test",3,1
"1877","continuous surveillance",NA,"Surveillance Strategy",NA,NA,NA,1,1
"1878","diagnostic tools",NA,"Medical tool","Medical tool",NA,"Medical Equipment",3,2
"1879","serologic evidence",NA,"Diagnostic Evidence",NA,NA,"Diagnostic method",2,2
"1880","Ehrlichia sp.",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"1881","E. chaffeensis",NA,"Pathogen",NA,NA,"Pathogen",2,1
"1882","E. phagocytophila genogroup",NA,"Pathogen",NA,NA,"Pathogen",2,1
"1883","U.S. states",NA,"Geographic unit","Administrative Division","Geographic location",NA,3,3
"1884","62",NA,"Number of individuals that died","Number","Number of individuals",NA,3,3
"1885","65%",NA,"Proportion","Proportion of individuals that died","Proportion","Proportion of individuals that died",4,2
"1886","indirect fluorescence assays",NA,"Laboratory Technique","Process","Diagnostic technique","Technique",4,4
"1887","serologic cross-reactions",NA,"Diagnostic Phenomenon",NA,NA,"Diagnostic method",2,2
"1888","non-specific PCR products",NA,"PCR product",NA,NA,"Diagnostic tool",2,2
"1889","Luangwa River valley",NA,"Geographic Location",NA,NA,NA,1,1
"1890","November 1987",NA,"Time",NA,NA,NA,1,1
"1891","4000",NA,"Number of individuals infected","Number of individuals infected",NA,"Unknown",3,2
"1892","August",NA,"Time","Time","Time","Month",4,2
"1893","September 1988",NA,"Time",NA,NA,NA,1,1
"1894","100 km",NA,"Distance","Distance","Distance","Distance",4,1
"1895","enzootic",NA,"Disease Pattern",NA,NA,NA,1,1
"1896","mammals",NA,"Host","Host",NA,"Host",3,1
"1897","I. neotomae",NA,"Host",NA,NA,"Host",2,1
"1898","H. leporispalustris",NA,"Host",NA,NA,"Host",2,1
"1899","H9724",NA,"Unknown","Pathogen","Strain","Antibody",4,4
"1900","H5332",NA,"Unknown","Pathogen","Strain","Antibody",4,4
"1901","15%",NA,"Proportion",NA,NA,NA,1,1
"1902","67%",NA,"Proportion",NA,NA,NA,1,1
"1903","26",NA,"Number of individuals that died",NA,"Number of individuals","Number of individuals that died",3,2
"1904","73",NA,"Number of individuals infected",NA,NA,NA,1,1
"1905","58",NA,"Number of individuals infected",NA,NA,NA,1,1
"1906","79%",NA,"Proportion",NA,NA,NA,1,1
"1907","174",NA,"Undefined",NA,NA,NA,1,1
"1908","bovine tuberculosis (TB)",NA,"Disease",NA,NA,NA,1,1
"1909","TB",NA,"Disease","Disease","Disease","Disease",4,1
"1910","European badgers",NA,"Host","Host","Host",NA,3,1
"1911","bacilli",NA,"Microorganism","Bacteria",NA,"Pathogen",3,3
"1912","social group",NA,"None","Entity",NA,NA,2,2
"1913","individual",NA,"Host",NA,"Host",NA,2,1
"1914","incidence",NA,"Measurement","Measurement",NA,NA,2,1
"1915","probability",NA,"Measurement","Measurement",NA,NA,2,1
"1916","long-term intensive study",NA,"Research Design",NA,NA,NA,1,1
"1917","Svalbard",NA,"Geographic Location","Island","Location","Location",4,3
"1918","Norway",NA,"Country","Country","Location","Country",4,2
"1919","Svalbard Archipelago",NA,"Geographic Location",NA,"Geographic location","Geographical location",3,3
"1920","bacteriologic analysis",NA,"Diagnostic method","Diagnostic test","Diagnostic test","Diagnostic method",4,2
"1921","type A",NA,"Undefined",NA,"Undefined","Undefined",3,1
"1922","beta2-toxin",NA,"Toxins","Toxin","Toxin","Toxin",4,2
"1923","Clostridium perfringens type A",NA,"Pathogen",NA,NA,NA,1,1
"1924","several animal species",NA,"Host",NA,NA,NA,1,1
"1925","Rickettsiales: Ehrlichieae",NA,"Taxonomic Group","Phylum: Class: Order: Family: Genus: Species of Bacteria",NA,"Taxonomic classification",3,3
"1926","Odocoileus virginianus Zimmermann",NA,"Host",NA,NA,"Species",2,2
"1927","1982",NA,"Year","Year",NA,NA,2,1
"1928","100",NA,"Proportion of individuals infected",NA,NA,NA,1,1
"1929","1:128",NA,"Number of individuals that died","Ratio",NA,"Unknown",3,3
"1930","Anderson",NA,"Author",NA,NA,NA,1,1
"1931","Dawson",NA,"Author",NA,NA,NA,1,1
"1932","Jones",NA,"Author",NA,NA,NA,1,1
"1933","Wilson",NA,"Author",NA,NA,NA,1,1
"1934","L",NA,"Undefined",NA,NA,NA,1,1
"1935","2.7%",NA,"Proportion","Proportion of individuals that died",NA,NA,2,2
"1936","vector",NA,"Unknown",NA,NA,NA,1,1
"1937","human",NA,"Host","Host",NA,NA,2,1
"1938","great ape",NA,"Host","Host","Host","Host",4,1
"1939","Central Africa",NA,"Geographic Region","Region","Geographic region","Geographical region",4,4
"1940","Gabon",NA,"Location","Country","Location","Country",4,2
"1941","western hemisphere",NA,"Geographic Region",NA,"Geographic region",NA,2,2
"1942","western lowland gorilla",NA,"Host","Host","Host",NA,3,1
"1943","chimpanzee",NA,"Host",NA,"Host","Host",3,1
"1944","t148",NA,"Undefined",NA,"Unknown",NA,2,2
"1945","primate facility",NA,"Animal Husbandry Facility","Animal facility","Animal source",NA,3,3
"1946","necrotizing wound",NA,"Clinical Manifestation",NA,"Disease","Symptom",3,3
"1947","staphylococcal sepsis",NA,"Disease","Disease","Disease","Disease",4,1
"1948","risk of serious infections",NA,"Public Health Concern",NA,NA,NA,1,1
"1949","human-like S. aureus strains",NA,"Strain",NA,NA,NA,1,1
"1950","primates",NA,"Host",NA,NA,NA,1,1
"1951","great apes",NA,"Host",NA,NA,NA,1,1
"1952","monkeys",NA,"Host","Host","Host","Host",4,1
"1953","strains",NA,"Pathogen Subtype",NA,NA,NA,1,1
"1954","Human",NA,"Host","Host","Host",NA,3,1
"1955","L. fainei",NA,"Pathogen","Species","Pathogen",NA,3,2
"1956","L. interrogans",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1957","L. kirschneri",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1958","serovar Varillal",NA,"Subspecies",NA,NA,NA,1,1
"1959","Hurstbridge",NA,"Location",NA,NA,"Unknown",2,2
"1960","acute febrile illness",NA,"Clinical syndrome",NA,NA,"Disease",2,2
"1961","microscopic agglutination test",NA,"Method",NA,NA,"Process",2,2
"1962","Southern blot hybridization",NA,"Method",NA,NA,"Process",2,2
"1963","Western immunoblot",NA,"Method",NA,NA,"Process",2,2
"1964","MAT antibodies",NA,"Biomarker",NA,"Diagnostic marker","Measurement",3,3
"1965","2/45",NA,"Proportion",NA,NA,"Proportion of individuals that died",2,2
"1966","881",NA,"Undefined","Number of individuals that died",NA,"Unknown",3,3
"1967","Mycoplasmas",NA,"Pathogen","Bacterium",NA,NA,2,2
"1968","lethal pathogen",NA,"Pathogen",NA,"Pathogen",NA,2,1
"1969","alligators",NA,"Host",NA,NA,NA,1,1
"1970","White-tailed deer",NA,"Host","Host","Host","Host",4,1
"1971","Louisiana",NA,"Geographic Location","US State","Location","Location",4,3
"1972","coast of southern New England",NA,"Geographic Location",NA,NA,"Geographical location",2,2
"1973","lung",NA,"Tissue",NA,NA,"Tissue",2,1
"1974","livanol test",NA,"Test",NA,NA,NA,1,1
"1975","2000",NA,"Year",NA,NA,"Year",2,1
"1976","1998",NA,"Year","Year","Year","Year",4,1
"1977","53",NA,"Proportion of individuals that died","Proportion of individuals that died","Number of individuals that died","Proportion of individuals that died",4,2
"1978","8%",NA,"Proportion","Proportion of individuals that died","Proportion","Proportion of individuals that died",4,2
"1979","9",NA,"Undefined","Number of individuals that died","Number of individuals","Undefined",4,3
"1980","33%",NA,"Proportion","Proportion of individuals that died","Proportion","Proportion of individuals that died",4,2
"1981","brown bear",NA,"Host","Host",NA,NA,2,1
"1982","central European Carpathians",NA,"Geographic Location","Geographic Region","Geographic location","Geographical location",4,4
"1983","kidney",NA,"Organ","Tissue","Organ","Organ",4,2
"1984","intestinal mucosa",NA,"Anatomical Structure","Tissue","Anatomical structure","Anatomical structure",4,3
"1985","ruminants",NA,"Host","Host","Host","Animal group",4,2
"1986","paratuberculosis",NA,"Disease","Disease","Disease","Disease",4,1
"1987","polymerase chain reaction",NA,"Laboratory Technique",NA,"Laboratory technique",NA,2,2
"1988","two",NA,"Number",NA,"Number","Unknown",3,2
"1989","Salmonella spp.",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"1990","WA",NA,"Location",NA,"Location","Geographical location",3,2
"1991","western gull",NA,"Host",NA,NA,"Host",2,1
"1992","Larus occidentalis",NA,"Host","Host","Host","Host",4,1
"1993","sea lion",NA,"Host",NA,NA,NA,1,1
"1994","pups",NA,"Animal stage",NA,NA,NA,1,1
"1995","adult male",NA,"Demographic",NA,NA,NA,1,1
"1996","Enteritidis",NA,"Serotype","Serotype","Serotype","Serotype",4,1
"1997","Montevideo",NA,"Serotype","Serotype","Serotype","Serotype",4,1
"1998","Newport",NA,"Serotype","Serotype","Serotype","Serotype",4,1
"1999","Reading",NA,"Serotype","Serotype","Serotype","Serotype",4,1
"2000","Saint Paul",NA,"Serotype","Serotype","Serotype","Serotype",4,1
"2001","antimicrobial sensitivity",NA,"Property",NA,NA,"Measurement",2,2
"2002","genetic similarity",NA,"Property",NA,NA,"Measurement",2,2
"2003","pulsed-field gel electrophoresis (PFGE)",NA,"Laboratory Technique",NA,NA,NA,1,1
"2004","87%",NA,"Proportion",NA,NA,"Proportion of individuals that died",2,2
"2005","zoonotic",NA,"Property",NA,NA,NA,1,1
"2006","antimicrobial resistant",NA,"Property",NA,NA,NA,1,1
"2007","faecal smears",NA,"Diagnostic Sample",NA,NA,"Diagnostic tool",2,2
"2008","10% formalin",NA,"Preservative",NA,NA,NA,1,1
"2009","ova",NA,"Parasite stage",NA,NA,"Life stage",2,2
"2010","larvae",NA,"Developmental stage",NA,NA,"Vector",2,2
"2011","cysts",NA,"Pathogen",NA,NA,"Pathology",2,2
"2012","oocyst",NA,"Parasite Stage",NA,NA,"Parasite stage",2,2
"2013","zoonotic parasites",NA,"Pathogen",NA,NA,NA,1,1
"2014","helminths",NA,"Parasite",NA,NA,NA,1,1
"2015","water sources",NA,"Environmental factor",NA,NA,"Environmental factor",2,1
"2016","human habitats",NA,"Environment",NA,NA,"Environmental factor",2,2
"2017","control programme",NA,"Public Health Intervention",NA,NA,"Intervention",2,2
"2018","helminth",NA,"Parasite",NA,NA,NA,1,1
"2019","intestinal fluke",NA,"Parasite",NA,NA,NA,1,1
"2020","human-modified habitats",NA,"Environmental Factor",NA,NA,NA,1,1
"2021","sylvatic groups",NA,"Host population",NA,NA,"Ecosystem",2,2
"2022","ground",NA,"Environment",NA,NA,"Environment",2,1
"2023","G. lamblia",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2024","G. intestinalis",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2025","283",NA,"Undefined",NA,"Number of individuals","Unknown",3,3
"2026","2003",NA,"Year","Year","Year","Year",4,1
"2027","Antigen capture enzyme-linked immunosorbent assays (ELISAs)",NA,"Technique","Process",NA,NA,2,2
"2028","80%",NA,"Proportion",NA,"Proportion","Proportion of individuals that died",3,2
"2029","81%",NA,"Proportion",NA,NA,"Proportion of individuals that died",2,2
"2030","27%",NA,"Proportion",NA,"Proportion","Proportion of individuals that died",3,2
"2031","Alouatta palliata",NA,"Host","Host","Host",NA,3,1
"2032","seasons",NA,"Ecological Factor",NA,NA,NA,1,1
"2033","parasite encounter",NA,"Exposure",NA,NA,NA,1,1
"2034","host parasite diversity",NA,"Ecological Concept",NA,NA,NA,1,1
"2035","ecological and evolutionary processes",NA,"Biological Process","Biological process",NA,NA,2,2
"2036","terrestrial subtropical vertebrate",NA,"Host","Mammal","Host",NA,3,2
"2037","two dry seasons",NA,"Environmental Factor",NA,NA,NA,1,1
"2038","three mixed models",NA,"Statistical Model",NA,NA,NA,1,1
"2039","individual age",NA,"Missing Information",NA,NA,NA,1,1
"2040","convex relationship",NA,"Statistical Association","Dose-response relationship",NA,NA,2,2
"2041","Phocascaris cystophorae",NA,"Pathogen","Helminth","Parasite","Parasite",4,3
"2042","Berland, 1964",NA,"Publication",NA,NA,NA,1,1
"2043","Anisakidae",NA,"Parasite","Family (of nematodes)","Pathogen","Parasite",4,3
"2044","hooded seal",NA,"Animal",NA,"Host","Host",3,2
"2045","Cystophora cristata",NA,"Host","Host","Host","Common name",4,2
"2046","lips",NA,"Anatomical Feature",NA,"Anatomical structure",NA,2,2
"2047","adjacent structures",NA,"Environmental Factor",NA,"Anatomical structure",NA,2,2
"2048","caudal papillae",NA,"Anatomical Feature",NA,"Anatomical feature","Anatomical feature",3,2
"2049","papilla-like structures",NA,"Anatomical Feature",NA,"Anatomical feature","Anatomical feature",3,2
"2050","Phocascaris",NA,"Parasite","Helminth",NA,"Genus",3,3
"2051","Contracaecum osculatum",NA,"Pathogen","Nematode","Parasite","Parasite",4,3
"2052","eastern spotted skunks",NA,"Animal",NA,"Host",NA,2,2
"2053","endoparasite",NA,"Parasite",NA,"Pathogen",NA,2,2
"2054","82",NA,"Number of individuals that died","Number","Number of individuals",NA,3,3
"2055","2.1",NA,"Undefined",NA,"Undefined","Undefined",3,1
"2056","small carnivore species",NA,"Host","Host","Host","Host",4,1
"2057","Steroid hormone",NA,"Chemical","Hormone","Hormone","Chemical",4,2
"2058","parasitism",NA,"Ecological Relationship","Process","Ecological interaction",NA,3,3
"2059","trophic interaction",NA,"Ecological Relationship",NA,NA,NA,1,1
"2060","immune response",NA,"Biological Process",NA,"Physiological process","Biological process",3,3
"2061","communities",NA,"Entity",NA,"Population","Population",3,2
"2062","biodiversity",NA,"Entity",NA,"Ecological concept","Ecological concept",3,2
"2063","life history strategy",NA,"Ecological Concept",NA,"Ecological Concept","Concept",3,2
"2064","response to parasites",NA,"Immune response",NA,NA,NA,1,1
"2065","vertebrates",NA,"Host",NA,NA,NA,1,1
"2066","species",NA,"Biological taxon",NA,"Taxonomic classification",NA,2,2
"2067","sex-associated hormones",NA,"Biological Factor",NA,NA,NA,1,1
"2068","immunocompetence",NA,"Biological Trait",NA,NA,"Immune response",2,2
"2069","bias",NA,"Methodological",NA,NA,NA,1,1
"2070","free ranging",NA,"Ecological Context",NA,NA,NA,1,1
"2071","metabolites",NA,"Biomolecule",NA,NA,"Chemical",2,2
"2072","enzyme immunoassays",NA,"Method",NA,"Diagnostic test","Method",3,2
"2073","EIA",NA,"Method","Disease","Disease","Method",4,2
"2074","impact",NA,"Outcome",NA,NA,NA,1,1
"2075","sex dependent parasite susceptibility",NA,"Biological Phenomenon",NA,NA,NA,1,1
"2076","non-invasive methods",NA,"Method",NA,NA,"Method",2,1
"2077","year",NA,"Time",NA,"Duration","Temporal",3,3
"2078","seasonal patterns",NA,"Temporal Pattern",NA,"Epidemiological characteristic","Epidemiological phenomenon",3,3
"2079","cortisol metabolite levels",NA,"Measurement",NA,NA,"Measurement",2,1
"2080","MBP",NA,"Unknown",NA,NA,NA,1,1
"2081","gastrointestinal nematodes",NA,"Parasite",NA,NA,"Pathogen",2,2
"2082","Gastrointestinal helminths",NA,"Parasite","Parasite","Pathogen","Pathogen",4,2
"2083","Florida panthers",NA,"Species",NA,"Host","Species",3,2
"2084","17",NA,"Undefined","Number","Number of individuals","Undefined",4,3
"2085","18",NA,"Number of individuals that died","Number",NA,"Undefined",3,3
"2086","nine",NA,"Number",NA,NA,"Unknown",2,2
"2087","one trematode",NA,"Parasite",NA,NA,NA,1,1
"2088","Ercolani, 1859",NA,"Publication",NA,NA,NA,1,1
"2089","Taenia omissa",NA,"Pathogen","Helminth","Parasite","Parasite",4,3
"2090","Lühe, 1910",NA,"Publication",NA,NA,NA,1,1
"2091","Mesocestoides sp.",NA,"Pathogen","Helminth","Parasite","Pathogen",4,3
"2092","Forrester et al. (1985)",NA,"Publication","Publication",NA,"Publication",3,1
"2093","anthelmintic treatment protocol",NA,"Medical intervention","Therapeutic protocol",NA,NA,2,2
"2094","helminth faunas",NA,"Community",NA,NA,NA,1,1
"2095","posttreatment (PT)",NA,"Time",NA,NA,NA,1,1
"2096","6 mo",NA,"Time",NA,NA,"Time period",2,2
"2097","9 mo",NA,"Time",NA,NA,"Time period",2,2
"2098","intensity",NA,"Descriptive",NA,NA,"Severity",2,2
"2099","prevalence",NA,"Proportion",NA,"Proportion",NA,2,1
"2100","Florida panther population",NA,"Population",NA,NA,NA,1,1
"2101","treated panthers",NA,"had",NA,NA,NA,1,1
"2102","current anthelmintic treatment",NA,"Intervention",NA,NA,NA,1,1
"2103","treated panthers < or =6 mo PT",NA,"had",NA,NA,NA,1,1
"2104","treated panthers between 6 and 9 mo PT",NA,"had",NA,NA,NA,1,1
"2105","treated panthers >9 mo PT",NA,"had",NA,NA,NA,1,1
"2106","Lungworms",NA,"Parasite","Parasite","Parasite",NA,3,1
"2107","coyotes",NA,"Host",NA,"Host","Host",3,1
"2108","bronchial trees",NA,"Tissue",NA,NA,"Anatomical structure",2,2
"2109","Great Plains",NA,"Geographic Region","Ecoregion","Ecoregion",NA,3,2
"2110","mucus",NA,"Biological material",NA,NA,"Biological fluid",2,2
"2111","151",NA,"Undefined",NA,"Number of individuals","Unknown",3,3
"2112","6%",NA,"Proportion",NA,NA,"Proportion of individuals that died",2,2
"2113","field examinations",NA,"Data Collection Method",NA,NA,NA,1,1
"2114","Helminth fauna",NA,"Parasite group","Parasite fauna",NA,NA,2,2
"2115","Estonia",NA,"Country","Country","Location","Country",4,2
"2116","Taenia taeniaeformis",NA,"Pathogen","Helminth","Parasite","Pathogen",4,3
"2117","Toxocara cati",NA,"Pathogen","Nematode","Parasite","Pathogen",4,3
"2118","Trichinella spp.",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2119","Capillaria spp.",NA,"Pathogen","Nematode",NA,"Pathogen",3,2
"2120","37",NA,"Number of individuals that died",NA,"Number of individuals",NA,2,2
"2121","1999-2001",NA,"Time period","Time period","Time period","Time period",4,1
"2122","68%",NA,"Prevalence",NA,"Prevalence","Proportion of individuals that died",3,2
"2123","61",NA,"Undefined",NA,"Number of individuals that died",NA,2,2
"2124","38",NA,"Number of individuals that died","Number",NA,NA,2,2
"2125","older",NA,"Age",NA,NA,NA,1,1
"2126","younger",NA,"Age",NA,NA,NA,1,1
"2127","Navarra",NA,"Geographic Location","Region","Location","Location",4,3
"2128","Aleutian Disease",NA,"Disease",NA,NA,"Disease",2,1
"2129","parvovirus",NA,"Pathogen","Virus","Pathogen","Pathogen",4,2
"2130","mustelid",NA,"Animal",NA,"Taxonomic group",NA,2,2
"2131","American mink",NA,"Host","Mammal","Host","Host",4,2
"2132","March 2004",NA,"Date",NA,NA,NA,1,1
"2133","December 2004",NA,"Time Period",NA,NA,NA,1,1
"2134","seven rivers",NA,"Geographic Feature",NA,NA,"Geographical feature",2,2
"2135","84",NA,"Proportion",NA,NA,"Unknown",2,2
"2136","93",NA,"Number of individuals that died",NA,NA,"Undefined",2,2
"2137","23",NA,"Number of individuals that died",NA,NA,"Undefined",2,2
"2138","20th century",NA,"Time period","Time period","Time period","Time period",4,1
"2139","Elaeophorosis",NA,"Disease","Disease","Disease","Disease",4,1
"2140","red deer",NA,"Host","Host","Host","Host",4,1
"2141","October 1994",NA,"Date","Time period","Date","Time",4,3
"2142","September 1995",NA,"Date","Time period","Date","Time",4,3
"2143","fall",NA,"Season","Season","Season","Event",4,2
"2144","early spring",NA,"Season","Season","Season","Season",4,1
"2145","fallow deer",NA,"Host","Host","Host","Host",4,1
"2146","Dama dama",NA,"Host","Species","Host","Species",4,2
"2147","blood",NA,"Biological Fluid",NA,NA,"Tissue",2,2
"2148","Southern Hemisphere",NA,"Geographic Region","Geographic Region",NA,"Geographical region",3,2
"2149","South Africa",NA,"Geographic Location","Country","Location","Location",4,3
"2150","eared seal",NA,"Host",NA,"Host","Host",3,1
"2151","Wood Jones, 1925",NA,"Author",NA,NA,"Scientific name",2,2
"2152","A. pusillus doriferus",NA,"Host",NA,NA,NA,1,1
"2153","Lesson, 1828",NA,"Author",NA,NA,"Scientific name",2,2
"2154","Gray, 1872",NA,"Author",NA,NA,"Scientific name",2,2
"2155","spicule shape",NA,"Property",NA,NA,"Property",2,1
"2156","spicule size",NA,"Property",NA,NA,"Property",2,1
"2157","lateral, internal cuticular ridge",NA,"Anatomical Feature",NA,"Anatomical feature","Tissue",3,3
"2158","lateral chords",NA,"Anatomical Feature","Anatomical structure","Anatomical structure","Tissue",4,3
"2159","dorsal chords",NA,"Anatomical Feature","Anatomy","Anatomical structure","Tissue",4,4
"2160","ventral chords",NA,"Anatomical Feature","Anatomical structure","Anatomical structure","Tissue",4,3
"2161","Taenia parvaBaer, 1926",NA,"Parasite",NA,NA,"Pathogen",2,2
"2162","intestinal cestode",NA,"Parasite",NA,NA,NA,1,1
"2163","flagellum",NA,"Organelle",NA,"Cell structure",NA,2,2
"2164","crest-like body",NA,"Organelle","Structure","Cell structure","Cellular structure",4,4
"2165","spermatozoon",NA,"Cell","Microorganism","Cell","Cell",4,2
"2166","mature spermatozoon",NA,"Cell",NA,NA,"Cell",2,1
"2167","scheme",NA,"Unknown",NA,NA,NA,1,1
"2168","zone of differentiation",NA,"Ecological Feature",NA,NA,NA,1,1
"2169","striated roots",NA,"Plant morphology",NA,NA,"Cellular structure",2,2
"2170","data",NA,"Quantitative",NA,NA,"General term",2,2
"2171","dungs",NA,"Potential Fecal Source","Feces","Feces","Object",4,3
"2172","whole leaves",NA,"Environmental component","Organism part","Food source","Object",4,4
"2173","tapeworm fragments",NA,"Pathogen","Parasite","Pathogen component","Object",4,4
"2174","gastropods",NA,"Host",NA,NA,NA,1,1
"2175","Utah",NA,"Geographic Location","US State","Location",NA,3,3
"2176","protostrongylid-type larvae",NA,"Parasite",NA,NA,"Pathogen",2,2
"2177","rams",NA,"Host",NA,"Age group",NA,2,2
"2178","exotic antelope",NA,"Host",NA,NA,NA,1,1
"2179","two ranches",NA,"Location",NA,NA,NA,1,1
"2180","Mesocestoididae",NA,"Parasite","Trematode",NA,"Taxon",3,3
"2181","SMI",NA,"Disease",NA,NA,NA,1,1
"2182","Hopland Research and Extension Center",NA,"Research Institution","Research Institution","Research Institution","Research Institution",4,1
"2183","HREC",NA,"Unknown",NA,NA,NA,1,1
