source,target,relation_type,doc_id
BoHV-1,PCR,is detected using,96
BoHV-1,Single-strand conformation polymorphism analysis,is detected using,96
BoHV-1,Avidin biotin enzyme-linked immunosorbent assay,is detected using,96
Beak and feather disease viruses,Cape parrots,circulate in,97
Psittacines,Beak and feather disease,are vulnerable to,97
Beak and feather disease virus,Cape parrots,was detected in,97
Full-length genomes,Blood samples,were isolated and sequenced from,97
BFDV coat protein,Bipartite nuclear localisation signal,does not contain,97
Sequences from the wild population,Sequences from the wild population,share a high degree of similarity,97
Captive Cape parrot sequences,Sequences from captive-bred budgerigars,cluster with,97
Exposure to captive-bred Cape parrots,Virus infection,is suggested as a possible source for,97
Phylogenetic analysis,Wild and captive Cape parrots,indicated two separate infection events in different populations,97
The present study,BFDV virus diversity,represents the first systematic investigation of,97
turkey meningoencephalitis virus,turkey meningoencephalitis,causes,98
turkey meningoencephalitis virus,arthopod-borne flavivirus,is,98
turkey meningoencephalitis virus,Ntaya serogroup VI,belongs to,98
RT-PCR,virus isolation,compared to,98
RT-PCR,TMEV RNA,detects,98
virus isolation,TMEV,detects,98
RT-PCR,TMEV RNA,is used to amplify,98
RT-PCR,egg and mouse inoculation for enrichment of virus prior to,requires,98
direct examination,bands of low to medium intensity,yields,98
use of RT-PCR after embryo and/or mouse inoculation,products of far greater intensity,results in,98
human cytomegalovirus,tumor cells,infects,99
HCMV,malignancy,increases,99
HCMV,therapeutic target,is proposed to be,99
HCMV,oncomodulatory effects,may exert,99
HCMV,glioblastoma cells,is detected in,99
glioblastoma cells,correlation with tumor stage,have,99
HCMV,oncomodulation,contributes to,99
