"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1840","lung parasites",NA,"Pathogen","Disease","Disease","Pathogen",4,2
"1841","eared seal",NA,"Host",NA,"Common name","Common name",3,2
"1842","Wood Jones, 1925",NA,"Author",NA,NA,"Scientific name",2,2
"1843","A. pusillus doriferus",NA,"Host",NA,NA,NA,1,1
"1844","A. forsteri",NA,"Host",NA,"Host",NA,2,1
"1845","Lesson, 1828",NA,"Author",NA,NA,"Scientific name",2,2
"1846","A. tropicalis",NA,"Host",NA,"Host",NA,2,1
"1847","Gray, 1872",NA,"Author",NA,NA,"Scientific name",2,2
"1848","body size",NA,"Property",NA,NA,"Property",2,1
"1849","spicule shape",NA,"Property",NA,NA,"Property",2,1
"1850","spicule size",NA,"Property",NA,NA,"Property",2,1
"1851","vulva to anus length",NA,"Property",NA,"Measurement","Property",3,2
"1852","vaginal sphincter musculature",NA,"Property",NA,"Measurement","Property",3,2
"1853","mosquitoes",NA,"Host","Vector","Vector","Common name",4,3
"1854","peripheral blood",NA,"Location",NA,NA,NA,1,1
"1855","lateral fields",NA,"Anatomical structure","Anatomy","Anatomical structure","Tissue",4,3
"1856","lateral, internal cuticular ridge",NA,"Anatomical structure",NA,"Anatomical structure","Tissue",3,2
"1857","lateral chords",NA,"Anatomical structure","Anatomy","Anatomical structure","Tissue",4,3
"1858","dorsal chords",NA,"Anatomical structure","Anatomy","Anatomical structure","Tissue",4,3
"1859","ventral chords",NA,"Anatomical structure","Anatomy","Anatomical structure","Tissue",4,3
"1860","internal organs",NA,"Anatomical structure","Organ","Anatomical structure","Tissue",4,3
"1861","70-107 days",NA,"Duration",NA,"Duration","Duration",3,1
"1862","Taenia parvaBaer, 1926",NA,"Pathogen",NA,NA,"Pathogen",2,1
"1863","intestinal cestode",NA,"Pathogen type",NA,NA,NA,1,1
"1864","centrioles",NA,"Organelle","Structure","Cell structure","Cellular structure",4,4
"1865","intercentriolar body",NA,"Organelle","Structure","Cell structure","Cellular structure",4,4
"1866","mature spermatozoon",NA,"Cell",NA,NA,"Cell type",2,2
"1867","spermatozoa",NA,"Cell",NA,NA,NA,1,1
"1868","type III spermiogenesis",NA,"Process type",NA,"Biological process","Process",3,3
"1869","scheme",NA,"Concept",NA,NA,NA,1,1
"1870","zone of differentiation",NA,"Structure",NA,NA,NA,1,1
"1871","striated roots",NA,"Structure",NA,NA,"Cellular structure",2,2
"1872","Bâ and Marchand",NA,"Author","Authors",NA,"Scientist",3,3
"1873","data",NA,"Information",NA,NA,"Information",2,1
"1874","seven-month period",NA,"Duration",NA,"Duration","Duration",3,1
"1875","dungs",NA,"Biological sample","Tissue","Feces","Object",4,4
"1876","whole leaves",NA,"Object","Food","Plant material","Object",4,3
"1877","tapeworm fragments",NA,"Biological sample","Pathogen","Pathogen component","Object",4,4
"1878","bighorn sheep",NA,"Common name","Common name","Common name",NA,3,1
"1879","Ovis canadensis",NA,"Host","Host","Host","Host",4,1
"1880","Protostrongylus spp.",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"1881","gastropods",NA,"Host",NA,NA,NA,1,1
"1882","Antelope Island",NA,"Location","Location","Location","Location",4,1
"1883","Newfoundland Mountains",NA,"Location","Location","Location","Location",4,1
"1884","May-August 2001-02",NA,"Time period",NA,NA,NA,1,1
"1885","protostrongylid-type larvae",NA,"Pathogen",NA,NA,"Pathogen",2,1
"1886","lambs",NA,"Host",NA,"Age group",NA,2,2
"1887","rams",NA,"Host",NA,"Age group",NA,2,2
"1888","nursery groups",NA,"Host",NA,"Age group","Group",3,3
"1889","ram groups",NA,"Host",NA,NA,"Group",2,2
"1890","dry years",NA,"Time period",NA,"Environmental condition","Environment",3,3
"1891","Nematoda: Trichostrongyloidea",NA,"Taxonomic Classification",NA,NA,NA,1,1
"1892","exotic antelope",NA,"Host",NA,NA,NA,1,1
"1893","Hippotragus niger",NA,"Host","Host","Host","Host",4,1
"1894","two ranches",NA,"Location",NA,NA,NA,1,1
"1895","central Texas",NA,"Location","Location","Location","Location",4,1
"1896","Mesocestoididae",NA,"Family","Family",NA,"Family",3,1
"1897","tapeworms",NA,"Common name",NA,NA,NA,1,1
"1898","clade A",NA,"Strain",NA,NA,"Strain",2,1
"1899","clade B",NA,"Strain",NA,NA,"Strain",2,1
"1900","Peromyscus maniculatus",NA,"Host","Host","Host","Host",4,1
"1901","Hopland Research and Extension Center",NA,"Location","Location","Location","Location",4,1
"1902","rodents",NA,"Host","Common name","Animal group","Common name",4,3
"1903","reptiles",NA,"Host","Common name","Animal group","Common name",4,3
"1904","metacestodes",NA,"Pathogen stage",NA,NA,NA,1,1
"1905","western fence lizards",NA,"Host",NA,"Host","Common name",3,2
"1906","wild deer mice",NA,"Host",NA,NA,NA,1,1
"1907","southwest Ethiopia",NA,"Location","Region",NA,NA,2,2
"1908","Omo Valley",NA,"Location","Location","Location","Location",4,1
"1909","tourists",NA,"Host","Host",NA,"Host",3,1
"1910","Park residents",NA,"Host","Host","Host","Host",4,1
"1911","Suri people",NA,"Host","Host","Host","Host",4,1
"1912","directly transmitted parasites (DTP)",NA,"Pathogen",NA,NA,NA,1,1
"1913","A. palliata",NA,"Host",NA,NA,NA,1,1
"1914","A. pigra",NA,"Host","Host","Host","Host",4,1
"1915","forest fragment",NA,"Location",NA,"Environment","Environment",3,2
"1916","Macuspana",NA,"Location","Location","Location","Location",4,1
"1917","range area size",NA,"Measurement",NA,"Measurement","Concept",3,2
"1918","intensity of home range use",NA,"Measurement",NA,"Measurement","Concept",3,2
"1919","sympatric species",NA,"Ecological relationship",NA,NA,NA,1,1
"1920","large group size",NA,"Group size",NA,NA,"Concept",2,2
"1921","small group size",NA,"Group size",NA,NA,"Concept",2,2
"1922","range use",NA,"Ecological factor",NA,NA,"Concept",2,2
"1923","exposure",NA,"Process",NA,"Event",NA,2,2
"1924","microclimate",NA,"Ecological factor",NA,"Ecological factor","Concept",3,2
"1925","contact rate",NA,"Social factor",NA,"Social factor","Concept",3,2
"1926","immune function",NA,"Physiological factor",NA,"Physiological factor","Concept",3,2
"1927","dynamics",NA,"Process",NA,NA,NA,1,1
"1928","Elaeophora schneideri",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"1929","adult ram",NA,"Host","Host","Age group",NA,3,2
"1930","carotid arteries",NA,"Tissue",NA,"Tissue",NA,2,1
"1931","iliac arteries",NA,"Tissue",NA,"Tissue",NA,2,1
"1932","brain",NA,"Tissue","Tissue","Tissue","Tissue",4,1
"1933","yearling ewe",NA,"Host","Host","Age group","Animal",4,3
"1934","Setaria Viborg, 1795",NA,"Genus",NA,NA,"Pathogen",2,2
"1935","Setaria thwaitei Mönnig, 1933",NA,"Species",NA,NA,"Pathogen",2,2
"1936","Hippotragus equinus",NA,"Host","Host","Host","Host",4,1
"1937","Kobus ellipsiprymnus",NA,"Host","Host","Host","Host",4,1
"1938","1959",NA,"Year","Year","Year",NA,3,1
"1939","Oryx gazella",NA,"Host","Host","Host","Host",4,1
"1940","anterior",NA,"Body part",NA,NA,NA,1,1
"1941","posterior",NA,"Body part",NA,NA,NA,1,1
"1942","worms",NA,"Organism",NA,NA,NA,1,1
"1943","1933",NA,"Year","Year","Year",NA,3,1
"1944","Diphyllobothridae",NA,"Taxon","Family","Taxonomic group","Family",4,3
"1945","small intestine",NA,"Tissue",NA,"Tissue","Tissue",3,1
"1946","four",NA,"Number of individuals",NA,NA,"Number of individuals",2,1
"1947","Temminck, 1845",NA,"Scientific name",NA,NA,NA,1,1
"1948","Gray, 1862",NA,"Scientific name",NA,NA,NA,1,1
"1949","Inoue, 1989",NA,"Scientific name",NA,NA,NA,1,1
"1950","12.9 x 8.1 microm",NA,"Measurement",NA,NA,"Measurement",2,1
"1951","11-15 x 7-10",NA,"Measurement",NA,NA,"Measurement",2,1
"1952","1.6",NA,"Measurement",NA,NA,"Ratio",2,2
"1953","1.3-1.9",NA,"Measurement",NA,NA,"Ratio",2,2
"1954","Hepatozoon species",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"1955","merozoites/gametocytes",NA,"Pathogen stage","Pathogen stage",NA,NA,2,1
"1956","schizonts",NA,"Pathogen stage",NA,"Life stage","Pathogen stage",3,2
"1957","pine marten",NA,"Common name","Common name","Common name","Common name",4,1
"1958","18S rRNA gene sequence",NA,"Genetic material",NA,NA,"Genetic material",2,1
"1959","36.9 ± 5.7",NA,"Measurement",NA,NA,NA,1,1
"1960","28.9 ± 3.4",NA,"Measurement",NA,NA,NA,1,1
"1961","20-60",NA,"Measurement",NA,NA,NA,1,1
"1962","μm",NA,"Unit","Unit of measurement",NA,NA,2,2
"1963","partial",NA,"Characteristic",NA,NA,NA,1,1
"1964","Host density",NA,"Measurement",NA,NA,"Concept",2,2
"1965","human activities",NA,"Activity","Process",NA,"Concept",3,3
"1966","parasite prevalence",NA,"Measurement",NA,NA,NA,1,1
"1967","habitat loss",NA,"Environmental factor",NA,"Environmental factor",NA,2,1
"1968","fragmentation",NA,"Environmental factor","Event",NA,NA,2,2
"1969","parasitic diseases",NA,"Disease","Disease",NA,"Disease",3,1
"1970","animals",NA,"Host",NA,NA,NA,1,1
"1971","human activity",NA,"Activity",NA,NA,"Concept",2,2
"1972","forest primates",NA,"Host",NA,NA,NA,1,1
"1973","Procolobus rufomitratus",NA,"Host",NA,"Host","Host",3,1
"1974","Peters 1879",NA,"Taxonomic authority",NA,NA,NA,1,1
"1975","human population",NA,"Group","Entity",NA,"Population",3,3
"1976","cultivation",NA,"Activity","Process",NA,"Activity",3,2
"1977","colobus",NA,"Host",NA,NA,"Common name",2,2
"1978","mangabeys",NA,"Host",NA,NA,"Common name",2,2
"1979","arboreal folivores",NA,"Ecological niche","Property",NA,"Common name",3,3
"1980","terrestrial habitat generalists",NA,"Ecological niche","Property",NA,"Common name",3,3
"1981","forest area",NA,"Measurement","Measurement",NA,"Environment",3,2
"1982","disturbance in forests",NA,"Environmental factor",NA,NA,NA,1,1
"1983","Mayer, 1934",NA,"Author",NA,NA,"Year",2,2
"1984","L. 1766",NA,"Author",NA,NA,"Year",2,2
"1985","Faecal helminth egg and oocyst counts",NA,"Measurement","Measurement",NA,NA,2,1
"1986","African lions",NA,"Common name","Common name","Common name","Common name",4,1
"1987","southwestern Namibia",NA,"Location",NA,NA,NA,1,1
"1988","winter",NA,"Season","Time period","Season","Season",4,2
"1989","summer",NA,"Season","Time period","Season","Season",4,2
"1990","14866",NA,"Maximum number of oocysts",NA,"Number of oocysts","Number of oocysts",3,2
"1991","gram of faeces",NA,"Unit",NA,NA,NA,1,1
"1992","flotation technique",NA,"Technique",NA,"Diagnostic technique","Diagnostic method",3,3
"1993","coccidians",NA,"Pathogen type",NA,NA,NA,1,1
"1994","semi-captive conditions",NA,"Environmental factor","Environment","Environment","Environment",4,2
"1995","deworming",NA,"Treatment","Treatment","Treatment","Treatment",4,1
"1996","rates of infection",NA,"Measurement","Symptom",NA,"Symptom",3,2
"1997","2 degrees 51'34''N",NA,"Latitude",NA,NA,NA,1,1
"1998","16 degrees 28'03''E",NA,"Longitude",NA,NA,NA,1,1
"1999","Ecology",NA,"Field of Study",NA,NA,NA,1,1
"2000","population health",NA,"Concept",NA,NA,NA,1,1
"2001","ecosystem health",NA,"Concept","Property",NA,"Concept",3,2
"2002","sacred grove",NA,"Environment",NA,NA,"Environment",2,1
"2003",">27",NA,"Number of individuals",NA,NA,NA,1,1
"2004","subadult",NA,"Life stage",NA,NA,NA,1,1
"2005","six bisexual groups",NA,"Social group",NA,NA,NA,1,1
"2006","one all-male band",NA,"Social group",NA,NA,NA,1,1
"2007","July 2004",NA,"Date","Date",NA,NA,2,1
"2008","August 2005",NA,"Date","Date",NA,NA,2,1
"2009","PCR techniques",NA,"Technique",NA,NA,"Method",2,2
"2010","Blastocystis sp.",NA,"Pathogen",NA,NA,"Pathogen",2,1
"2011","subtype 2",NA,"Subtype",NA,NA,"Subtype",2,1
"2012","long dry",NA,"Time period",NA,NA,NA,1,1
"2013","colobus monkeys",NA,"Host",NA,NA,NA,1,1
"2014","Gastrointestinal parasites",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2015","crested mangabey",NA,"Common name",NA,"Common name","Common name",3,1
"2016","Cercocebus galeritus",NA,"Host","Host","Host","Host",4,1
"2017","Tana River",NA,"Location","Location","Location","Location",4,1
"2018","protozoans",NA,"Pathogen",NA,"Pathogen","Pathogen",3,1
"2019","fecal egg counts",NA,"Measurement",NA,"Measurement","Measurement",3,1
"2020","forest",NA,"Environment","Location",NA,"Environment",3,2
"2021","Phagicola angrense",NA,"Pathogen",NA,"Pathogen","Pathogen",3,1
"2022","Digenea: Heterophyidae",NA,"Pathogen Taxonomy",NA,NA,NA,1,1
"2023","raccoon",NA,"Common name",NA,"Common name","Common name",3,1
"2024","male juvenile",NA,"Age",NA,NA,"Age",2,1
"2025","weak",NA,"Symptom","Symptom","Symptom","Symptom",4,1
"2026","ataxic",NA,"Symptom","Symptom","Symptom","Symptom",4,1
"2027","emaciated",NA,"Symptom","Symptom","Symptom","Symptom",4,1
"2028","pale",NA,"Symptom","Symptom","Symptom","Symptom",4,1
"2029","Mesenteric vessels",NA,"Tissue","Tissue",NA,NA,2,1
"2030","intestines",NA,"Tissue","Tissue","Anatomical structure","Body part",4,3
"2031","small intestinal mucosa",NA,"Tissue","Tissue","Anatomical structure","Body part",4,3
"2032","necrosis",NA,"Symptom","Symptom","Pathological finding",NA,3,2
"2033","digeneans",NA,"Pathogen","Pathogen",NA,NA,2,1
"2034","crypts",NA,"Tissue",NA,NA,"Body part",2,2
"2035","epithelium",NA,"Tissue",NA,NA,"Tissue",2,1
"2036","lamina propria",NA,"Tissue","Tissue","Anatomical structure","Body part",4,3
"2037","plasma cells",NA,"Cell type","Cell type","Cell type","Cell type",4,1
"2038","Bipindi",NA,"Location","Location","Location","Location",4,1
"2039","Quantitative buffy coat: QBC",NA,"Method","Method",NA,NA,2,1
"2040","Kit for in vitro isolation: KIVI",NA,"Method","Method",NA,NA,2,1
"2041","T. brucei s.l.",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2042","T. congolense forest type",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2043","T. congolense savannah type",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2044","T. vivax",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2045","164",NA,"Number of animals","Number of individuals","Number of animals",NA,3,2
"2046","24",NA,"Number of species","Number of species","Number of species",NA,3,1
"2047","54%",NA,"Proportion of species carrying T. brucei s.l.","Proportion of species",NA,"Proportion of individuals",3,3
"2048","southern forest belt of Cameroon",NA,"Location",NA,NA,NA,1,1
"2049","Brazilian Amazon",NA,"Location","Location","Location","Location",4,1
"2050","Plasmodium brasilianum",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2051","man",NA,"Host",NA,"Host",NA,2,1
"2052","hydroelectric plants",NA,"Environment",NA,"Location","Location",3,2
"2053","Amazon",NA,"Location",NA,NA,NA,1,1
"2054","red-howler monkey",NA,"Common name",NA,NA,"Common name",2,1
"2055","bearded-saki",NA,"Common name",NA,NA,"Common name",2,1
"2056","15.8%",NA,"Prevalence","Proportion of individuals infected","Proportion of individuals infected","Proportion of individuals infected",4,2
"2057","9.9%",NA,"Prevalence","Proportion of individuals infected","Proportion of individuals infected","Proportion of individuals infected",4,2
"2058","126",NA,"Number of individuals examined","Number of individuals infected","Number of individuals","Number of individuals examined",4,3
"2059","252",NA,"Number of individuals examined","Number of individuals infected","Number of individuals","Number of individuals examined",4,3
"2060","seven",NA,"Number of species",NA,NA,"Number of species",2,1
"2061","eight",NA,"Number of species","Number",NA,"Number of species",3,2
"2062","2[1+]",NA,"Prevalence","Proportion of individuals infected",NA,NA,2,2
"2063","central Oklahoma",NA,"Location",NA,"Region",NA,2,2
"2064","tissue stages",NA,"Symptom",NA,NA,"Tissue",2,2
"2065","canine hepatozoonosis",NA,"Disease",NA,"Disease","Disease",3,1
"2066","North America",NA,"Location","Region","Region","Location",4,2
"2067","Cebus apella",NA,"Host","Host","Host","Host",4,1
"2068","Chiropotes satanus",NA,"Host","Host","Host","Host",4,1
"2069","Choloepus didactylus",NA,"Host","Host","Host","Host",4,1
"2070","Bradypus tridactylus",NA,"Host","Host","Host","Host",4,1
"2071","Nasua nasua",NA,"Host","Host","Host","Host",4,1
"2072","Lutzomyia whitmani",NA,"Host","Vector","Vector","Host",4,2
"2073","primary forest",NA,"Environment","Environment","Environment","Environment",4,1
"2074","State of Pará",NA,"Location","Location","Location","Location",4,1
"2075","north Brazil",NA,"Location","Location","Location","Location",4,1
"2076","isoenzyme profiles",NA,"Characteristic","Measurement","Measurement","Characteristic",4,2
"2077","biochemical",NA,"Characteristic","Property","Characterization method",NA,3,3
"2078","Histopathologic features",NA,"Process","Disease characteristic","Feature",NA,3,3
"2079","wild martens",NA,"Common name","Common name","Common name",NA,3,1
"2080","Martes melampus",NA,"Host","Host","Host",NA,3,1
"2081","Gifu",NA,"Location","Location","Location","Location",4,1
"2082","1991 and 1992",NA,"Time period",NA,NA,NA,1,1
"2083","70",NA,"Number of individuals",NA,"Number of individuals examined","Number of individuals examined",3,2
"2084","96%",NA,"Proportion of individuals",NA,"Proportion of individuals infected","Proportion of individuals infected",3,2
"2085","10 to 15%",NA,"Prevalence",NA,NA,"Proportion of individuals infected",2,2
"2086","Hepatozoon sp.",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"2087","schizont nodules",NA,"Tissue structure",NA,NA,NA,1,1
"2088","merozoite-gamont nodule",NA,"Tissue structure","Lesion type",NA,NA,2,2
"2089","nucleus",NA,"Cell part","Cell component","Cell structure","Cellular structure",4,4
"2090","electron-dense cytoplasmic granules",NA,"Pathogen structure","Cell component","Cell structure","Cellular structure",4,4
"2091","red foxes",NA,"Common name",NA,"Common name","Common name",3,1
"2092","Vulpes vulpes",NA,"Host","Host","Host","Host",4,1
"2093","sarcoptic mange",NA,"Disease","Disease","Disease","Disease",4,1
"2094","traumatic injury",NA,"Disease",NA,"Disease","Disease",3,1
"2095","canine distemper",NA,"Disease","Disease","Disease","Disease",4,1
"2096","capture myopathy",NA,"Disease","Disease","Disease","Disease",4,1
"2097","congenital absence of guard hairs",NA,"Disease","Disease","Disease","Condition",4,2
"2098","intradermal tick infestation",NA,"Disease","Disease","Disease","Disease",4,1
"2099","otodectic mange",NA,"Disease","Disease","Disease","Disease",4,1
"2100","toxicosis",NA,"Disease","Disease","Disease","Disease",4,1
"2101","1967",NA,"Start year","Year",NA,NA,2,2
"2102","1995",NA,"End year","Year",NA,"Year",3,2
"2103","33",NA,"Number of foxes with sarcoptic mange","Number of individuals with sarcoptic mange","Number of individuals with sarcoptic mange","Number of individuals with sarcoptic mange",4,2
"2104","Muscular Sarcocystis",NA,"Pathogen",NA,NA,NA,1,1
"2105","Sarcocystis",NA,"Genus","Pathogen","Pathogen","Pathogen",4,2
"2106","skeletal muscles",NA,"Tissue","Tissue","Tissue","Tissue",4,1
"2107","Sarcocysts",NA,"Structure","Pathogen",NA,NA,2,2
"2108","6 X 2.5 microm",NA,"Measurement","Measurement","Measurement","Measurement",4,1
"2109","mice",NA,"Host","Host","Animal model",NA,3,2
"2110","heart muscle",NA,"Tissue",NA,NA,"Tissue",2,1
"2111","T. gondii antibodies",NA,"Antibody",NA,NA,"Biological sample",2,2
"2112","7",NA,"Number of individuals with antibodies","Number of individuals","Number of individuals with antibodies",NA,3,2
"2113","20-gram",NA,"Sample size",NA,NA,"Measurement",2,2
"2114","wild carnivores",NA,"Host","Host",NA,"Common name",3,2
"2115","Japanese raccoon dogs",NA,"Host","Common name","Common name","Common name",4,2
"2116","Japanese red fox",NA,"Host","Common name","Common name","Common name",4,2
"2117","Japanese badgers",NA,"Host","Common name","Common name","Common name",4,2
"2118","sarcocysts",NA,"Pathogen",NA,NA,"Pathogen",2,1
"2119","sarcocyst wall",NA,"Anatomical structure",NA,"Anatomical structure","Tissue",3,2
"2120","Acute disseminated toxoplasmosis",NA,"Disease","Disease","Disease",NA,3,1
"2121","red fox",NA,"Common name","Common name","Common name","Common name",4,1
"2122","rabies",NA,"Disease",NA,"Disease","Disease",3,1
"2123","distemper virus",NA,"Pathogen",NA,"Pathogen","Pathogen",3,1
"2124","free-ranging Rocky Mountain bighorn sheep",NA,"Host",NA,NA,NA,1,1
"2125","Hells Canyon area",NA,"Location",NA,"Location",NA,2,1
"2126","Washington",NA,"Location","Location","Location","Location",4,1
"2127","T. gondii",NA,"Pathogen","Pathogen",NA,NA,2,1
"2128","immunohistochemistry",NA,"Method",NA,"Diagnostic method",NA,2,2
"2129","4-mo-old",NA,"Age",NA,"Age","Age",3,1
"2130","intralesional protozoa",NA,"Symptom",NA,"Symptom","Pathogen",3,2
"2131","low-impact logging",NA,"Practice",NA,"Event","Process",3,3
"2132","logging and parasitism in African apes",NA,"Study",NA,NA,NA,1,1
"2133","selective logging",NA,"Practice",NA,NA,"Process",2,2
"2134","primate species",NA,"Species",NA,NA,"Host",2,2
"2135","hunting",NA,"Practice",NA,NA,"Process",2,2
"2136","food trees",NA,"Resource",NA,NA,"Resource",2,1
"2137","frugivores",NA,"Species",NA,NA,"Host",2,2
"2138","pathogens",NA,"Pathogen",NA,NA,"Pathogen",2,1
"2139","host ecology",NA,"Concept","Property",NA,"Concept",3,2
"2140","forest structure",NA,"Concept","Property",NA,"Environment",3,3
"2141","wildlife populations",NA,"Population","Group",NA,NA,2,2
"2142","environmental pollution",NA,"Process","Process","Event","Process",4,2
"2143","human fecal material",NA,"Material",NA,"Pollutant","Substance",3,3
"2144","zoonotic protozoa",NA,"Pathogen","Group",NA,"Pathogen",3,2
"2145","northern Republic of Congo",NA,"Location","Location","Location",NA,3,1
"2146","Cryptosporidium infections",NA,"Disease",NA,NA,NA,1,1
"2147","Giardia infections",NA,"Disease",NA,NA,NA,1,1
"2148","European Cervidae",NA,"Host","Host","Host","Host",4,1
"2149","Trypanosoma (Megatrypanum) theileri",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2150","blood culture",NA,"Procedure",NA,NA,"Process",2,2
"2151","cluster analysis",NA,"Procedure",NA,NA,"Process",2,2
"2152","pulsed-field gradient gel electrophoresis (PFGE)",NA,"Procedure",NA,NA,NA,1,1
"2153","2200",NA,"Measurement","Number",NA,NA,2,2
"2154","> 18",NA,"Measurement",NA,NA,NA,1,1
"2155","malaria resistance gene",NA,"Gene",NA,"Gene",NA,2,1
"2156","wild primates",NA,"Host",NA,"Host","Common name",3,2
"2157","primate ecology",NA,"Field of Study",NA,"Field of study",NA,2,2
"2158","primate behaviour",NA,"Field of Study",NA,"Field of study",NA,2,2
"2159","functional and evolutionary genetic aspects",NA,"Field of Study",NA,NA,NA,1,1
"2160","yellow baboons",NA,"Host","Common name","Common name","Common name",4,2
"2161","FY (DARC) gene",NA,"Gene","Gene",NA,NA,2,1
"2162","erythrocyte surface",NA,"Tissue",NA,"Tissue",NA,2,1
"2163","malarial parasite",NA,"Pathogen",NA,NA,NA,1,1
"2164","Plasmodium vivax",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2165","cis-regulatory region",NA,"Genetic Region",NA,"Genomic region","Genetic material",3,3
"2166","baboon FY gene",NA,"Gene",NA,NA,NA,1,1
"2167","phenotypic variation",NA,"Trait",NA,"Trait",NA,2,1
"2168","susceptibility to Hepatocystis",NA,"Trait",NA,NA,NA,1,1
"2169","in vivo",NA,"Environment",NA,NA,"Environment",2,1
"2170","in vitro",NA,"Environment",NA,NA,"Environment",2,1
"2171","reporter gene assays",NA,"Method",NA,NA,"Method",2,1
"2172","locus",NA,"Genetic Region",NA,NA,"Genetic material",2,2
"2173","FY cis-regulatory region",NA,"Genetic Region",NA,NA,NA,1,1
"2174","natural population",NA,"Population",NA,NA,"Group",2,2
"2175","complex trait",NA,"Trait",NA,NA,"Property",2,2
"2176","Multi-host pathogens",NA,"Pathogen","Concept","Pathogen category","Pathogen",4,3
"2177","feline viruses",NA,"Pathogen","Pathogen",NA,NA,2,1
"2178","canine viruses",NA,"Pathogen","Pathogen",NA,NA,2,1
"2179","carnivore species",NA,"Host","Host","Host species","Host",4,2
"2180","southern Africa",NA,"Location","Location","Location","Location",4,1
"2181","East African predators",NA,"Host","Host","Host species",NA,3,2
"2182","African wild dogs",NA,"Host","Host","Host species","Host",4,2
"2183","disease outbreak",NA,"Event",NA,"Disease","Event",3,2
"2184","New York virus",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"2185","patient",NA,"Host","Host","Individual","Host",4,2
"2186","RNA2",NA,"Viral component","Viral component","Genetic material","Genetic material",4,2
"2187","strain AH95NorA",NA,"Pathogen",NA,NA,NA,1,1
"2188","striped jack nervous necrosis virus",NA,"Pathogen",NA,NA,"Common name",2,2
"2189","SJNNV",NA,"Pathogen",NA,"Pathogen abbreviation","Pathogen",3,2
"2190","viral encephalopathy and retinopathy",NA,"Disease",NA,NA,"Disease",2,1
"2191","VER",NA,"Disease",NA,"Disease abbreviation","Disease",3,2
"2192","barfin flounder nervous necrosis virus",NA,"Pathogen",NA,NA,"Common name",2,2
"2193","BFNNV",NA,"Pathogen",NA,"Pathogen abbreviation","Pathogen",3,2
"2194","T2 region",NA,"Viral component",NA,"Genetic material","Genetic region",3,3
"2195","T4 region",NA,"Viral component",NA,"Genetic material","Genetic region",3,3
"2196","1349",NA,"Number of nucleotides",NA,NA,NA,1,1
"2197","98%",NA,"Proportion",NA,NA,NA,1,1
"2198","76%",NA,"Proportion",NA,NA,NA,1,1
"2199","84.5%",NA,"Proportion",NA,NA,NA,1,1
"2200","10 to 100",NA,"Detection limit",NA,NA,NA,1,1
"2201","100 to 1000",NA,"Detection limit",NA,NA,NA,1,1
"2202","plasmid",NA,"Sample type","Vector",NA,"Genetic material",3,3
"2203","in vitro transcribed viral RNA",NA,"Sample type","Viral component",NA,"Genetic material",3,3
"2204","80% identical to",NA,"SJNNV",NA,NA,NA,1,1
"2205","98% identical to",NA,"BFNNV",NA,NA,NA,1,1
"2206","76% identical to",NA,"SJNNV",NA,NA,NA,1,1
"2207","84.5% identical to",NA,"SJNNV",NA,NA,NA,1,1
"2208","Japanese macaques",NA,"Common name",NA,"Common name","Common name",3,1
"2209","BDV",NA,"Pathogen","Disease","Abbreviation",NA,3,3
"2210","serum antibodies",NA,"Biomolecule",NA,NA,"Biological material",2,2
"2211","BDV antigens",NA,"Antigen","Antigen","Antigen type","Biological material",4,3
"2212","BDV sequences",NA,"Genetic material","Sequence",NA,"Genetic material",3,2
"2213","cheetahs",NA,"Common name",NA,NA,"Common name",2,1
"2214","11-day",NA,"Duration",NA,NA,NA,1,1
"2215","culture",NA,"Diagnostic method",NA,"Technique",NA,2,2
"2216","astrovirus",NA,"Pathogen",NA,NA,"Pathogen",2,1
"2217","PO",NA,"Route of administration","Administration route",NA,NA,2,2
"2218","BID",NA,"Frequency","Administration frequency",NA,NA,2,2
"2219","367 base pair",NA,"Measurement","Measurement",NA,NA,2,1
"2220","RNA-dependent-RNA polymerase (RdRp)",NA,"Protein",NA,"Gene","Protein",3,2
"2221","628 base pair",NA,"Measurement","Measurement",NA,NA,2,1
"2222","capsid",NA,"Protein",NA,NA,"Protein",2,1
"2223","Bayesian",NA,"Method",NA,NA,NA,1,1
"2224","maximum likelihood",NA,"Method",NA,NA,NA,1,1
"2225","phylogenetic analyses",NA,"Process",NA,NA,NA,1,1
"2226","Hokkaido",NA,"Location","Location","Location","Location",4,1
"2227","11%",NA,"Proportion",NA,NA,"Proportion",2,1
"2228","1/9",NA,"Number of individuals",NA,NA,NA,1,1
"2229","2/66",NA,"Number of individuals",NA,NA,NA,1,1
