"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1577","positive result","Disease Detection",NA,NA,NA,"TestResult",2,2
"1578","Avian bornavirus (ABV)","virus",NA,NA,NA,NA,1,1
"1579","ABV genotype 4","Virus","Viral Genotype",NA,NA,"Viral strain",3,3
"1580","Himalayan monal","Host","Bird","Bird species","Bird species","Bird species",5,3
"1581","Lophophorus impejanus","Host","Host","Host","Species","Bird species",5,3
"1582","chronic wasting","disease","Neurodegenerative disease",NA,NA,"Symptom",3,3
"1583","mild non-suppurative encephalitis","Disease","Encephalitis",NA,NA,"Disease",3,2
"1584","degenerative encephalopathy","Disease","Neurodegenerative disease",NA,NA,"Disease or Syndrome",3,3
"1585","lymphoplasmacytic myenteric ganglioneuritis","Disease","Inflammatory disease of the enteric nervous system",NA,NA,"Pathological Condition",3,3
"1586","proventriculus","anatomical structure","Tissue",NA,NA,NA,2,2
"1587","Wallerian degeneration of the sciatic nerves","Disease",NA,NA,"Disease",NA,2,1
"1588","reverse-transcriptase polymerase chain reaction (RT-PCR)","Diagnostic Method",NA,NA,NA,NA,1,1
"1589","one-year-old male","age and gender",NA,NA,NA,"Animal",2,2
"1590","juvenile white-bellied caique","Host",NA,NA,NA,NA,1,1
"1591","Pionites leucogaster","Host","Host","Host","Bird species","Bird species",5,2
"1592","psittacine birds","Host","Host",NA,NA,"Bird species",3,2
"1593","aviary","location","animal enclosure",NA,NA,"Animal housing facility",3,3
"1594","Order Galliformes","Biological Order","Taxonomic Order","Biological Taxon","Biological Order","Taxonomic Order",5,3
"1595","measles virus","primate virus","Virus",NA,NA,NA,2,2
"1596","measles","Disease",NA,NA,NA,NA,1,1
"1597","cytomegalovirus infection","Disease",NA,NA,NA,NA,1,1
"1598","adenoviral pneumonia","Disease",NA,NA,NA,"Disease",2,1
"1599","bacterial pneumonia","Disease",NA,NA,NA,"Disease",2,1
"1600","Candida albicans-associated gingivitis","Disease",NA,NA,NA,NA,1,1
"1601","esophagitis","Disease","Infectious esophagitis",NA,NA,"Disease",3,2
"1602","outdoor exhibits","animal enclosure","Animal enclosure",NA,NA,"Animal housing facility",3,3
"1603","temporary indoor caging","temporary indoor animal enclosure",NA,NA,NA,NA,1,1
"1604","new outdoor exhibits","animal enclosure","Animal enclosure",NA,NA,"Physical Location",3,3
"1605","4 months","Time Period","DURATION",NA,NA,"Duration",3,3
"1606","2-23 days","Time period","Duration","Duration",NA,"Duration",4,2
"1607","53","outbreak identifier",NA,NA,NA,NA,1,1
"1608","12","Number",NA,NA,NA,NA,1,1
"1609","immunohistochemistry (IHC)","Technique",NA,NA,NA,"Diagnostic method",2,2
"1610","in situ hybridization (ISH)","Technique",NA,NA,NA,"Diagnostic method",2,2
"1611","skin","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"1612","salivary gland","Tissue","Tissue",NA,NA,"Tissue",3,1
"1613","Rabies","Disease","Disease",NA,"Disease","Disease",4,1
"1614","Rabies virus","Lyssavirus",NA,NA,"Virus",NA,2,2
"1615","Lagomorphs","Host",NA,NA,"Mammalian order",NA,2,2
"1616","Woodchuck","Rodent",NA,NA,"Rodent species",NA,2,2
"1617","Marmota monax","Host","Host","Host","Host","Animal species",5,2
"1618","Raccoons","Host",NA,NA,"Host",NA,2,1
"1619","Centers for Disease Control","Government Agency","Government Agency","Government Agency","Government Health Agency","Government Agency",5,2
"1620","United States","Location","Geopolitical Entity","Country","Country","Geopolitical Entity",5,3
"1621","Mid-Atlantic states","Administrative Region",NA,NA,NA,NA,1,1
"1622","104","Reference number","Number of rabies cases",NA,"Count","Number of cases",4,4
"1623","Columbid herpesvirus-1","Herpesviridae","Virus","Avian herpesvirus","Virus","Virus",5,3
"1624","great horned owls","Bubo virginianus","Animal Species",NA,"Species",NA,3,3
"1625","Bubo virginianus","species","Species","Species of bird","Species","Species",5,3
"1626","herpesvirus-induced disease","avian disease",NA,NA,NA,"Disease",2,2
"1627","Calgary","City","Geographic Location","City","City","Location",5,3
"1628","Alberta","Province","Geographic Location","Administrative Division","AdministrativeRegion","Geopolitical entity",5,5
"1629","splenic necrosis","Pathological Finding",NA,NA,NA,"Pathological Condition",2,2
"1630","pharyngeal ulceration and necrosis","Pathological Finding","Lesion",NA,NA,NA,2,2
"1631","gastrointestinal necrosis","Disease manifestation","Disease or Syndrome",NA,NA,"Pathological Condition",3,3
"1632","eosinophilic intranuclear viral inclusion bodies","viral inclusion body","Pathological finding",NA,NA,"Pathological finding",3,2
"1633","polymerase chain reaction (PCR) testing","Diagnostic Technique",NA,NA,NA,NA,1,1
"1634","PCR amplicon","Viral DNA fragment","DNA sequence",NA,"DNA fragment","DNA fragment",4,3
"1635","99.7%","Mortality rate","Mortality Rate","Percentage","Mortality rate","Percentage",5,3
"1636","Four cases","Disease count",NA,NA,"DiseaseCase",NA,2,2
"1637","Necropsy findings","Medical Finding","Clinical finding",NA,NA,NA,2,2
"1638","Leptospirosis",NA,"Disease",NA,"Disease","Disease",3,1
"1639","domestic dogs",NA,"Host",NA,"Animal group",NA,2,2
"1640","109",NA,"Case Number",NA,"SampleSize","Year",3,3
"1641","31",NA,"Numerical ID",NA,NA,"Year",2,2
"1642","serovars pomona",NA,"Leptospira serovar","Leptospira serovar",NA,"Leptospira serovar",3,1
"1643","serovars icterohemorrhagiae",NA,"Leptospira serovar","Leptospira serovar",NA,"Leptospira serovar",3,1
"1644","serovars canicola",NA,"Leptospira serovar","Leptospira serovar",NA,"Leptospira serovar",3,1
"1645","serovars hardjo",NA,"Leptospira serovar","Leptospiral serovar",NA,"Leptospira serovar",3,2
"1646","serovars grippotyphosa",NA,"Leptospira serovar","Bacterial serovar",NA,"Leptospira serovar",3,2
"1647","36%",NA,"Percentage",NA,NA,"Percentage",2,1
"1648","peridomestic wildlife",NA,"Host","Host","Animal group","Host",4,2
"1649","raccoons",NA,"Host",NA,NA,"Animal",2,2
"1650","Leptospira",NA,"Bacterium","Bacterium","Bacterium","Bacterium",4,1
"1651","zoonotic disease",NA,"Bacterial infection",NA,"Disease or Syndrome","Disease",3,3
"1652","one squirrel",NA,"Peridomestic wildlife",NA,NA,NA,1,1
"1653","Serologic survey",NA,"Medical Study","Biomedical research study","Research study","Scientific study",4,4
"1654","canine pathogens",NA,"Microorganisms","Bacterial or viral infectious agents","Disease","Bacterial and viral pathogens affecting dogs",4,4
"1655","free-ranging jackals",NA,"Host","Host",NA,"Host",3,1
"1656","canine distemper virus (CDV)",NA,"Virus","Viral pathogen",NA,"Virus",3,2
"1657","serum samples",NA,"Biological Sample","Biological Specimen","BiologicalSample","Biological specimen",4,4
"1658","mean prevalence",NA,"Quantitative measure",NA,"Measurement",NA,2,2
"1659","14 positive",NA,"Count of positive test results",NA,"Number of test results",NA,2,2
"1660","55 sampled",NA,"Sample size",NA,"Sample Size",NA,2,2
"1661","36",NA,"Sample size","Number: Sample Size",NA,"Number",3,3
"1662","C. aureus",NA,"Host","Host","Host","Host",4,1
"1663","C. adustus",NA,"Host","Host","Host","hosts",4,2
"1664","African ecosystems",NA,"Biogeographic region","Terrestrial Ecosystem","Geographic region","Geographical region",4,4
"1665","rare and endangered canids",NA,"Host","Host","Species Group",NA,3,2
"1666","canine diseases",NA,"Zoonotic diseases",NA,NA,"Disease",2,2
"1667","Pacific harbor seal",NA,"Animal","Mammal","Organism::Eukaryote::Vertebrate::Mammal::Pinniped::Seal::Harbor seal::Pacific harbor seal",NA,3,3
"1668","central and northern California",NA,"Geographic Location",NA,NA,"Geographical Region",2,2
"1669","pneumonia",NA,"Disease","Respiratory disease","Disease","Disease",4,2
"1670","hepatic necrosis",NA,"Disease",NA,NA,NA,1,1
"1671","adrenal tissue",NA,"Biological tissue",NA,NA,NA,1,1
"1672","kidney cell lines",NA,"In vitro cell culture",NA,NA,NA,1,1
"1673","inclusion bodies",NA,"Intranuclear inclusion bodies",NA,NA,NA,1,1
"1674","100 nm",NA,"Viral particle size",NA,"SizeUnit","Measurement",3,3
"1675","160 nm",NA,"Viral particle diameter",NA,"LengthUnit","Measurement",3,3
"1676","42",NA,"Number",NA,"Number",NA,2,1
"1677","95",NA,"Number of cases",NA,"Percentage",NA,2,2
"1678","32",NA,"Number of female seals",NA,"Number of samples",NA,2,2
"1679","45%",NA,"Percentage",NA,"Percentage","Percentage",3,1
"1680","74",NA,"Number of seal pups",NA,"Count",NA,2,2
"1681","162",NA,"Number of seal pups",NA,"Count","Number",3,3
"1682","47%",NA,"Percentage",NA,"Percentage",NA,2,1
"1683","California, USA",NA,"Geographic Location",NA,NA,NA,1,1
"1684","canine adenovirus",NA,"Virus",NA,"Virus","Virus",3,1
"1685","leptospirosis",NA,"Disease","Bacterial disease","Disease","Disease",4,2
"1686","toxoplasmosis",NA,"Disease","Disease","Disease","Disease",4,1
"1687","canine distemper virus",NA,"Virus","Viral pathogen","Virus","Virus",4,2
"1688","low",NA,"Antibody prevalence",NA,NA,"Prevalence",2,2
"1689","82.1%",NA,"Percentage",NA,"Percentage",NA,2,1
"1690","88.1%",NA,"Percentage",NA,"Percentage",NA,2,1
"1691","disease",NA,"Pestivirus infection",NA,NA,NA,1,1
"1692","Severe outbreak of disease",NA,"Epidemic",NA,NA,NA,1,1
"1693","February",NA,"DATE","Month","Month","Month",4,2
"1694","absence of flight reaction",NA,"Clinical sign",NA,"Sign or Symptom","Symptom",3,3
"1695","cariorrexis",NA,"Disease","Cerebral infarction","Pathological finding","Disease",4,3
"1696","neuronal multifocal necrosis",NA,"Lesion","Neuronal cell death","Disease","Pathological Condition",4,4
"1697","perivascular mononuclear inflammatory infiltrate",NA,"Pathological finding","Inflammatory infiltrate","Inflammatory_cell_infiltration","Pathological finding",4,3
"1698","follicular atrophy",NA,"Histopathological finding","Follicular skin lesion","Skin lesion morphology","Pathological Condition",4,4
"1699","epidermal hyperplasia",NA,"Pathological process","Epidermal hyperplasia (skin condition)","Disease","Pathological Condition",4,4
"1700","orthokeratotic hyperkeratosis",NA,"Skin condition","Cutaneous epithelial hyperplasia subtype","Skin lesion morphology","Disease",4,4
"1701","follicular hyperkeratosis",NA,"Skin Lesion","Follicular keratosis","Skin lesion morphology","Disease",4,4
"1702","hypermelanosis",NA,"Pigmentary skin disorder","Cutaneous hyperpigmentation disorder","Disease","Disease",4,3
"1703","haemosiderin deposits",NA,"Histopathological finding","Pathological finding","Pathological Anatomical Structure","Pathological finding",4,3
"1704","intraeritrocitic parasites",NA,"Protozoan parasites","Parasite","Protozoa","Pathogen",4,4
"1705","Urate nephrolithiasis",NA,"Disease","Disease","Disease","Disease",4,1
"1706","2004",NA,"Year","Year","Year","Year",4,1
"1707","2005",NA,"Year","Year","Year","Year",4,1
"1708","metabolic derangements",NA,"Metabolic disorder",NA,NA,NA,1,1
"1709","white-tailed deer",NA,"Animal","Mammal",NA,NA,2,2
"1710","Amblyomma americanum",NA,"Tick",NA,"Tick species",NA,2,2
"1711","Ehrlichia chaffeensis",NA,"Bacterium",NA,"Bacterium","Bacterium",3,1
"1712","Ehrlichia equi",NA,"Bacteria","Bacterial pathogen",NA,NA,2,2
"1713","morula",NA,"intracellular parasite",NA,NA,NA,1,1
"1714","Antibodies",NA,"Immunoglobulin",NA,NA,"Biological Molecules",2,2
"1715","foot-and-mouth disease",NA,"Disease",NA,"Disease","Disease",3,1
"1716","bovine herpes virus types 1 and 2",NA,"Virus",NA,"Virus","Virus",3,1
"1717","lumpy skin disease",NA,"Disease",NA,"Disease","Disease",3,1
"1718","bovine viral diarrhoea",NA,"Disease",NA,"Disease","Disease",3,1
"1719","bovine ephemeral fever",NA,"Disease",NA,"Disease","Disease",3,1
"1720","bluetongue",NA,"Disease",NA,"Disease","Disease",3,1
"1721","enzootic bovine leucosis",NA,"Disease",NA,"Disease","Disease",3,1
"1722","African swine fever",NA,"Disease","Disease","Disease","Disease",4,1
"1723","buffalo",NA,"Animal",NA,"Bubalus bubalis","Animal",3,2
"1724","wildebeest",NA,"Animal",NA,"Organism Species","Animal",3,2
"1725","topi",NA,"Animal Species",NA,"Species","Animal species",3,3
"1726","wart hog",NA,"animal",NA,"Phacochoerus africanus","Animal",3,3
"1727","535",NA,"Number of samples",NA,"Quantity","Number of samples",3,2
"1728","game areas",NA,"Geographic Locations",NA,"GeographicLocation","Geographical Location",3,3
"1729","Labrador",NA,"Geographic Location","Geographic Region","Geographic Region","Geographical location",4,3
"1730","valvular endocarditis",NA,"Disease or Syndrome","Bacterial Infectious Disease","Disease","Disease",4,3
"1731","other organs",NA,"Multiple organs",NA,"Anatomical Structure","Anatomical Structure",3,2
"1732","free-ranging bison",NA,"Host","Mammal",NA,NA,2,2
"1733","Delta Junction, Alaska",NA,"Geographic Location",NA,NA,NA,1,1
"1734","Alaska",NA,"Geographical Location","US State","AdministrativeRegion","Geopolitical Entity",4,4
"1735","domestic cattle",NA,"Host",NA,NA,"Animal",2,2
"1736","1977",NA,"Year","Year","Year","Year",4,1
"1737","1984",NA,"Year","Year","Year","Year",4,1
"1738","clinical disease",NA,"Disease",NA,"Disease","Medical Condition",3,2
"1739","productivity",NA,"Behavioral Trait",NA,NA,NA,1,1
"1740","feline immunodeficiency virus",NA,"Virus",NA,"Retrovirus","Virus",3,2
"1741","FIV",NA,"Virus","Feline Immunodeficiency Virus",NA,"Virus",3,2
"1742","feline parvovirus",NA,"Virus",NA,"Parvovirus","Virus",3,2
"1743","FPV",NA,"Feline parvovirus","Feline Panleukopenia Virus",NA,"Feline Panleukopenia Virus",3,2
"1744","feline coronavirus",NA,"Virus",NA,"Virus","virus",3,2
"1745","FCoV",NA,"Feline coronavirus","Feline coronavirus",NA,"Feline Coronavirus",3,2
"1746","feline calicivirus",NA,"Virus",NA,"Virus","Virus",3,1
"1747","FCV",NA,"Feline calicivirus","Feline Calicivirus",NA,"Feline Calicivirus",3,2
"1748","feline herpesvirus",NA,"Virus",NA,"Herpesvirus","Virus",3,2
"1749","FHV",NA,"Feline herpesvirus","Feline Herpesvirus",NA,"Feline Herpesvirus",3,2
"1750","Y. pestis",NA,"Bacterium","Bacterium",NA,NA,2,1
"1751","Rocky Mountains",NA,"Geographic Location","Mountain Range","Mountain Range","Geographical Location",4,3
"1752","15 years",NA,"Time Period","Duration","TimePeriod","Duration",4,3
"1753","genetic material",NA,"DNA",NA,NA,"DNA",2,1
"1754","seroconversions",NA,"Disease occurrence","Measurement","Medical Event","Biological Event",4,4
"1755","epidemic",NA,"Disease outbreak","disease outbreak","Disease Outbreak","Property",4,4
"1756","family groups",NA,"Social Group","Social Group",NA,"Social Group",3,1
"1757","host sex",NA,"Biological sex","Sex of a host animal",NA,"Biological Attribute",3,3
"1758","exposure probability",NA,"Quantitative Trait","Measurement",NA,"Property",3,3
"1759","332",NA,"Number of animals","Number of animals","Quantity",NA,3,2
"1760","viruses",NA,"Pathogen",NA,NA,"Pathogen",2,1
"1761","Toxoplasma gondii",NA,"Parasite",NA,NA,"Parasite",2,1
"1762","four morbilliviruses",NA,"Virus",NA,NA,NA,1,1
"1763","10 conventional serologic tests",NA,"Test",NA,NA,NA,1,1
"1764","morbidity",NA,"Disease prevalence",NA,"Disease",NA,2,2
"1765","seroprevalence",NA,"Measurable entity",NA,NA,NA,1,1
"1766","sensitivity",NA,"Biological trait",NA,NA,"Property",2,2
"1767","specificity",NA,"Concept/Property",NA,NA,"Property",2,2
"1768","continuous surveillance",NA,"Disease Surveillance",NA,NA,NA,1,1
"1769","diagnostic tools",NA,"Medical Device","Medical Diagnostic Equipment","Medical Device","Medical equipment",4,3
"1770","future conservation efforts",NA,"Conservation Strategy",NA,"Event",NA,2,2
"1771","sampling",NA,"Biological sampling",NA,NA,NA,1,1
"1772","Ehrlichia sp.",NA,"Bacteria","Bacterium","Bacterium","Bacterium",4,2
"1773","E. chaffeensis",NA,"Bacteria",NA,NA,"Bacterium",2,2
"1774","E. phagocytophila genogroup",NA,"Bacterial Genogroup",NA,"Bacterial genogroup",NA,2,2
"1775","U.S. states",NA,"Geographic Location","Administrative Division","GeographicLocation",NA,3,3
"1776","62 deer",NA,"Biological Sample",NA,NA,NA,1,1
"1777","10 populations",NA,"Biological Population",NA,NA,NA,1,1
"1778","non-specific PCR products",NA,"PCR amplicons","Molecular Biology Assay byproduct",NA,"Biological artifact",3,3
"1779","4000",NA,"Number of deaths","Number of deaths","Quantity","Number of deaths",4,2
"1780","Luangwa River valley",NA,"Geographic Location",NA,NA,"Geographical Location",2,2
"1781","Spirochetes",NA,"Bacteria","Bacteria","Bacteria","Bacterial phylum",4,2
"1782","mammals",NA,"Host","Host",NA,"Host",3,1
"1783","ticks",NA,"Host",NA,NA,NA,1,1
"1784","I. neotomae",NA,"Host",NA,NA,"Host",2,1
"1785","H. leporispalustris",NA,"Host",NA,NA,NA,1,1
"1786","67%",NA,"Percentage",NA,"Percentage",NA,2,1
"1787","bovine tuberculosis",NA,"Disease",NA,NA,"Disease",2,1
"1788","bacterium",NA,"Mycobacterium bovis",NA,NA,NA,1,1
"1789","south-west England",NA,"Geographic Region","Geographic Region",NA,"Geographical Location",3,2
"1790","TB",NA,"Bovine tuberculosis","Disease","Disease","Disease",4,2
"1791","clinical samples",NA,"biological specimens","Biological Specimen",NA,"Biological specimens",3,3
"1792","bacilli",NA,"bacterium","Bacterial species",NA,"Bacteria",3,3
"1793","individual",NA,"Host",NA,NA,NA,1,1
"1794","social group",NA,"Group","Entity",NA,NA,2,2
"1795","movement",NA,"Animal movement","Process",NA,"Process",3,2
"1796","Svalbard",NA,"Geographic Location","Geographic Region","GeographicLocation:Island","Geographical Location",4,4
"1797","92",NA,"Number of samples","Number of samples","Count","Number",4,3
"1798","type A",NA,"Bacterial toxin type",NA,NA,"Toxin type",2,2
"1799","Clostridium perfringens type A",NA,"Bacterial Strain",NA,NA,NA,1,1
"1800","several animal species",NA,"Animal",NA,NA,NA,1,1
"1801","Rickettsiales: Ehrlichieae",NA,"Bacteria","Bacterial order",NA,"Bacterial order",3,2
"1802","Odocoileus virginianus Zimmermann",NA,"Host",NA,NA,"Species",2,2
"1803","1982",NA,"Year","Year","Year",NA,3,1
"1804","lone star tick",NA,"Arthropod","Insect species","Species","Species",4,3
"1805","Amblyomma americanum L.",NA,"Host",NA,"Tick species","Tick species",3,2
"1806","human ehrlichiosis",NA,"Disease","Disease",NA,"Disease",3,1
"1807","Ehrlichia chaffeensis Anderson, Dawson, Jones, & Wilson",NA,"Bacteria",NA,NA,"Bacterium",2,2
"1808","great ape",NA,"Host","Primate","Organism","Pan troglodytes",4,4
"1809","Central Africa",NA,"Geographic Region","Geographic Region","Geographic Region","Geopolitical Region",4,2
"1810","western hemisphere",NA,"Geographic Region",NA,"GeographicRegion",NA,2,2
"1811","primates",NA,"Host",NA,"Host",NA,2,1
"1812","t148",NA,"Staphylococcus aureus spa type",NA,"Staphylococcal protein A type",NA,2,2
"1813","necrotizing wound",NA,"lesion","Wound","Disease or Syndrome","Medical Condition",4,4
"1814","risk",NA,"Infectious disease risk",NA,NA,NA,1,1
"1815","distribution",NA,"Spatial Distribution",NA,NA,"Process",2,2
"1816","spread",NA,"Disease spread","Disease Spread",NA,"Process",3,3
"1817","habitat conservation",NA,"Conservation Practice","Environmental Conservation Strategy","Environmental Conservation Strategy","Process",4,3
"1818","Human",NA,"Host","Host","Host",NA,3,1
"1819","Leptospira licerasiae",NA,"Bacterial Species","Bacterial species","Bacterial species","Bacterial species",4,2
"1820","R. rattus",NA,"Host","Species of Rattus",NA,NA,2,2
"1821","peridomestic rats",NA,"Host",NA,NA,NA,1,1
"1822","16S ribosomal RNA gene",NA,"Genetic Marker","Measurement",NA,NA,2,2
"1823","L. fainei",NA,"Bacterial species","Leptospira species",NA,NA,2,2
"1824","L. inadai",NA,"Bacterial species","Species of Leptospira",NA,NA,2,2
"1825","L. interrogans",NA,"Bacterial Species","Leptospira species",NA,NA,2,2
"1826","L. kirschneri",NA,"Bacterial species","Bacterium",NA,NA,2,2
"1827","VAR 010(T)",NA,"Bacterial Strain","Leptospira serovar","Leptospira serovar","Leptospira strain",4,3
"1828","rabbit",NA,"Host",NA,NA,NA,1,1
"1829","L. fainei serovar Hurstbridge",NA,"Bacterial serovar",NA,NA,NA,1,1
"1830","MAT antibodies",NA,"Diagnostic test",NA,"Method",NA,2,2
"1831","881",NA,"Strain of Leptospira","Patient","Number of patients","Leptospira strain",4,4
"1832","DNA-DNA hybridization analysis",NA,"Technique","Measurement","Method","Process",4,4
"1833","microscopic agglutination test",NA,"Technique",NA,NA,"Process",2,2
"1834","prospective study",NA,"Epidemiological Study",NA,NA,"Medical Research Study",2,2
"1835","culture collections",NA,"Biological resource center",NA,NA,NA,1,1
"1836","type strain",NA,"Bacterial strain",NA,NA,"Bacterial strain",2,1
"1837","serovar",NA,"Bacterial subspecies",NA,NA,NA,1,1
"1838","phylogenetically related",NA,"Species",NA,NA,"Biological relationship",2,2
"1839","genetically distinct",NA,"Strain",NA,NA,"Genetic trait",2,2
"1840","isolated",NA,"Bacterial strain",NA,NA,NA,1,1
"1841","deposited",NA,"Action",NA,NA,NA,1,1
"1842","detected",NA,"Finding",NA,NA,NA,1,1
"1843","not detectable",NA,"Clinical Finding",NA,NA,NA,1,1
"1844","significant smaller",NA,"Comparative adjective",NA,NA,NA,1,1
"1845","common",NA,"Disease",NA,NA,NA,1,1
"1846","uncommon",NA,"Adjective",NA,NA,NA,1,1
"1847","important cause",NA,"Disease",NA,NA,NA,1,1
"1848","Mycoplasmas",NA,"Bacteria","Bacterial pathogen",NA,NA,2,2
"1849","lethal pathogen",NA,"bacterium",NA,NA,NA,1,1
"1850","A21JP2T",NA,"Bacterial Strain","Bacterial strain","Bacterial strain","Bacterial strain",4,2
"1851","ATCC 700619T",NA,"Bacterial Strain","Strain","Bacterial strain","Bacterial strain",4,3
"1852","White-tailed deer",NA,"Animal","Mammal","Animal reservoir","Animal species",4,4
"1853","Georgia",NA,"US State",NA,"AdministrativeRegion","State",3,3
"1854","south",NA,"Geographic Region",NA,"GeographicRegion",NA,2,2
"1855","natural history",NA,"Ecological niche",NA,NA,"Biological process",2,2
"1856","southern New England",NA,"Geographic Region","Geographic Region","Geographic Region",NA,3,1
"1857","2000",NA,"Year","Year","Year","Year",4,1
"1858","14%",NA,"Percentage","Percentage","Percentage","Percentage",4,1
"1859","33%",NA,"Percentage","Percentage",NA,"Percentage",3,1
"1860","lung",NA,"Tissue","Tissue","Tissue","Tissue",4,1
"1861","livanol test",NA,"Test",NA,NA,NA,1,1
"1862","gross changes",NA,"Clinical finding",NA,NA,"Pathological finding",2,2
"1863","histopathologic changes",NA,"Microscopic anatomical changes",NA,NA,"Pathological finding",2,2
"1864","exposure",NA,"Disease exposure",NA,"Infection Exposure",NA,2,2
"1865","brown bears",NA,"Animal",NA,"Organism Species","Animal Species",3,3
"1866","kidney",NA,"Organ","Tissue","Organ","Organ",4,2
"1867","ruminants",NA,"Host",NA,"Mammal","Animal group",3,3
"1868","polymerase chain reaction",NA,"Method",NA,"Laboratory Technique",NA,2,2
"1869","restriction fragment length polymorphism (RFLP)",NA,"Method",NA,NA,NA,1,1
"1870","San Miguel Island",NA,"Geographical Location",NA,NA,"Geographical Location",2,1
"1871","San Nicolas Island",NA,"Geographical Location","GeographicLocation","Island","Geographical Location",4,3
"1872","Puget Sound",NA,"Geographical Location","Body of Water","Body of Water","Geographical location",4,3
"1873","WA",NA,"US State",NA,"AdministrativeRegion","State",3,3
"1874","adult male sea lions",NA,"Host",NA,NA,NA,1,1
"1875","Enteritidis",NA,"Serotype",NA,"Serotype","Serotype",3,1
"1876","Montevideo",NA,"Serotype",NA,"Serotype","Serotype",3,1
"1877","Newport",NA,"Serotype",NA,"Serotype","Serotype",3,1
"1878","Reading",NA,"Serotype",NA,"Serotype","Serotype",3,1
"1879","Saint Paul",NA,"Serotype",NA,"Serotype","Serotype",3,1
"1880","pulsed-field gel electrophoresis (PFGE)",NA,"Laboratory Technique",NA,NA,NA,1,1
"1881","Prevalence",NA,"Measurement",NA,NA,"Biological Prevalence",2,2
"1882","antimicrobial sensitivity",NA,"Measurement",NA,NA,"Measurement",2,1
"1883","genetic similarity",NA,"Measurement",NA,NA,"Measurement",2,1
"1884","fecal samples",NA,"Biological Specimen",NA,"BiologicalSample","Biological specimen",3,3
"1885","pups",NA,"juvenile canids",NA,NA,NA,1,1
"1886","90",NA,"Quantitative Value",NA,NA,"Percentage",2,2
"1887","87",NA,"Strain identifier",NA,NA,"Page number",2,2
"1888","59",NA,"Strain",NA,NA,NA,1,1
"1889","87%",NA,"Percentage",NA,"Percentage","Percentage",3,1
"1890","zoonotic",NA,"Disease Transmission Category",NA,NA,NA,1,1
"1891","Salmonella",NA,"Salmonella enterica",NA,NA,NA,1,1
"1892","baboon",NA,"Primate",NA,"Organism Species","Animal",3,3
"1893","vervet",NA,"Primate",NA,"Species","Species",3,2
"1894","Trichostrongylus sp.",NA,"Nematode","Nematode","Nematode species","Parasite",4,3
"1895","Oesophagostomum sp.",NA,"Nematode","Nematode species","Nematode species","Parasitic nematode",4,3
"1896","Entamoeba coli",NA,"Protozoan parasite","Species of protozoan","Protozoan","Parasite",4,4
"1897","Entamoeba histolytica/dispar",NA,"Parasite","Species","Species","Parasite",4,2
"1898","Blastocystis hominis",NA,"Protozoan parasite","Species of protozoan","Parasitic protist","Parasite",4,4
"1899","Cyclospora sp.",NA,"Parasite","Species of Cyclospora","Species of protozoan parasite","Parasite",4,3
"1900","Cryptosporidium sp.",NA,"Parasite","Species","Species of protozoan parasite","Parasite",4,3
"1901","faecal samples",NA,"Biological Specimen",NA,NA,"Biological specimen",2,2
"1902","faecal smears",NA,"Biological sample",NA,NA,NA,1,1
"1903","10% formalin",NA,"Fixative",NA,"Fixative","Chemical",3,2
"1904","ova",NA,"Parasite eggs",NA,NA,NA,1,1
"1905","larvae",NA,"Parasite",NA,NA,NA,1,1
"1906","human habitats",NA,"Environmental context",NA,NA,"Environmental Context",2,2
"1907","control programme",NA,"Public health intervention",NA,NA,"Research Study",2,2
"1908","forest parks",NA,"Habitat",NA,NA,"Geographical Location",2,2
"1909","north-eastern Thailand",NA,"Geographic Location",NA,NA,"Geopolitical Region",2,2
"1910","helminth parasite",NA,"Parasite",NA,NA,NA,1,1
"1911","anthropogenically modified environments",NA,"Habitat",NA,NA,"Environmental Category",2,2
"1912","sylvatic groups",NA,"Primate groups",NA,NA,"Biological Group",2,2
"1913","natural environments",NA,"Habitat",NA,NA,"Ecosystem",2,2
"1914","Opisthorchis viverrini",NA,"Parasitic worm","Species of parasitic worm","Trematode species","Parasite",4,4
"1915","Strongyloides stercoralis",NA,"Nematode parasite","Nematode parasite","Parasitic nematode","Parasite",4,3
"1916","Strongyloides fuelleborni",NA,"Nematode parasite","Nematode parasite","Parasitic nematode species","Parasitic nematode",4,3
"1917","intestinal fluke",NA,"trematode",NA,NA,NA,1,1
"1918","Haplorchis sp.",NA,"Parasite","Species of parasitic flatworm","Species","Parasite",4,3
"1919","time foraging on the ground",NA,"Behavioral Observation",NA,NA,"Behavioral Activity",2,2
"1920","human-provided food",NA,"Dietary Supplement",NA,NA,"Dietary component",2,2
"1921","prevalences",NA,"Disease prevalence",NA,NA,NA,1,1
"1922","intensities",NA,"Parasite infection intensities",NA,NA,NA,1,1
"1923","zoonotic helminth infection",NA,"Disease",NA,NA,"Disease",2,1
"1924","Belize",NA,"Geographic Location","Country","Country","Country",4,2
"1925","Giardia duodenalis",NA,"Protozoan parasite","Species of Giardia","Protozoan parasite","Parasite",4,3
"1926","G. lamblia",NA,"Protozoan parasite","Species","Species","Parasite",4,3
"1927","G. intestinalis",NA,"Giardia intestinalis","Species","Species","Parasite",4,3
"1928","Assemblages A",NA,"Parasite assemblage",NA,NA,NA,1,1
