source_text,target_text,relation_type,doc_id
Bay of Cadiz,common pandora,hosts,57815
Bay of Cadiz,Senegal seabream,hosts,57815
Bay of Cadiz,surmullet,hosts,57815
Bay of Cadiz,black seabream,hosts,57815
Bay of Cadiz,red mullet,hosts,57815
Bay of Cadiz,Lusitanian toadfish,hosts,57815
Bay of Cadiz,tub gurnard,hosts,57815
RGV-9506,irridovirus,is,57899
RGV-9807,irridovirus,is,57899
RGV-9808,irridovirus,is,57899
Rana grylio,irridovirus,hosts,57899
irridovirus,Rana grylio,infects,57899
FV3,lethal syndrome,causes,57899
irridovirus,lethal syndrome,causes,57899
RGV-9506,cultured frogs,was obtained from,57899
RGV-9807,cultured frogs,was obtained from,57899
RGV-9808,cultured frogs,was obtained from,57899
Rana grylio,cultured frogs,is,57899
desert cottontail,Cottontail rabbit papillomavirus,hosts,59668
Cottontail rabbit papillomavirus,desert cottontail,infects,59668
desert cottontail,Colorado,is from,59668
desert cottontail,USA,is from,59668
desert cottontail,"large, pedunculated, dark cutaneous lesions",has,59668
desert cottontail,cylindrical masses,has,59668
cylindrical masses,mouth,on,59668
"large, pedunculated, dark cutaneous lesions",abdomen,on,59668
Cottontail rabbit papillomavirus,papillomas,causes,59668
papillomas,cylindrical masses,are,59668
papillomas,"large, pedunculated, dark cutaneous lesions",are,59668
Dengue virus,Myotis nigricans,infects,58651
Dengue virus,Pteronotus parnellii,infects,58651
Dengue virus,Natalus stramineus,infects,58651
Dengue virus,Artibeus jamaicensis,infects,58651
Myotis nigricans,Dengue virus,hosts,58651
Pteronotus parnellii,Dengue virus,hosts,58651
Natalus stramineus,Dengue virus,hosts,58651
Artibeus jamaicensis,Dengue virus,hosts,58651
Dengue virus (DV),ELISA,detected by,58651
Dengue virus (DV),RT-PCR,detected by,58651
Myotis nigricans,ELISA,examined by,58651
Pteronotus parnellii,ELISA,examined by,58651
Natalus stramineus,ELISA,examined by,58651
Artibeus jamaicensis,ELISA,examined by,58651
Myotis nigricans,RT-PCR,examined by,58651
Pteronotus parnellii,RT-PCR,examined by,58651
Natalus stramineus,RT-PCR,examined by,58651
Artibeus jamaicensis,RT-PCR,examined by,58651
Myotis nigricans,Dengue virus,positive for,58651
Pteronotus parnellii,Dengue virus,positive for,58651
Natalus stramineus,Dengue virus,positive for,58651
Artibeus jamaicensis,Dengue virus,positive for,58651
Dengue virus,Mexican bats,found in,58651
Dengue virus,Gulf coast,found in,58651
Dengue virus,Pacific coasts,found in,58651
Dengue virus,Mexico,found in,58651
porcupines,Erethizon dorsatum,is,58837
porcupines,rocky knolls,utilizes,58837
porcupines,south-facing slopes,utilizes,58837
porcupines,open stands of the montane coniferous forest,utilizes,58837
Dermacentor andersoni,D. andersoni,is,58837
Dermacentor andersoni,porcupines,found on,58837
porcupines,Dermacentor andersoni,hosts,58837
Colorado tick fever virus,Dermacentor andersoni,infects,58837
Dermacentor andersoni,Colorado tick fever virus,hosts,58837
porcupines,Colorado tick fever virus,hosts,58837
Colorado tick fever virus,porcupines,does not infect,58837
West Nile virus,white-tailed deer,infects,59380
West Nile virus,Odocoileus virginianus,infects,59380
white-tailed deer,West Nile virus,hosts,59380
Odocoileus virginianus,West Nile virus,hosts,59380
brain,lymphoplasmacytic perivascular inflammation,affected by,59380
brain,gliosis,affected by,59380
brain,satellitosis,affected by,59380
brain,reverse transcription-polymerase chain reaction test,detected by,59380
reverse transcription-polymerase chain reaction test,positive,yielded,59380
West Nile virus,fatal,causes,59380
marble spleen disease,ring-necked pheasants,is a disease of,58254
marble spleen disease,type II avian adenovirus,is caused by,58254
type II avian adenovirus,hemorrhagic enteritis virus,is closely related to,58254
type II avian adenovirus,splenomegaly virus,is closely related to,58254
hemorrhagic enteritis virus,turkeys,infects,58254
splenomegaly virus,chickens,infects,58254
marble spleen disease,pulmonary edema,causes,58254
marble spleen disease,lymphoid necrosis,causes,58254
oral vaccination,marble spleen disease,prevents,58254
agar gel precipitin test,marble spleen disease,detects,58254
avian bornavirus,Himalayan monal,infects,58190
Himalayan monal,avian bornavirus,hosts,58190
avian bornavirus,white-bellied caique,infects,58190
white-bellied caique,avian bornavirus,hosts,58190
Himalayan monal,Order Galliformes,is a member of,58190
Himalayan monal,psittacine birds,shared an aviary with,58190
measles virus,Japanese macaques,infects,59196
measles virus,Macaca fuscata,infects,59196
Japanese macaques,measles virus,hosts,59196
Macaca fuscata,measles virus,hosts,59196
measles virus,anorexia,causes,59196
measles virus,diarrhea,causes,59196
measles virus,dermatitis,causes,59196
measles virus,esophagitis,causes,59196
measles virus,human visitors,may have been transmitted from,59196
Japanese macaques,outdoor exhibits,kept in,59196
Japanese macaques,indoor caging,moved to,59196
Japanese macaques,new outdoor exhibits,moved to,59196
lung,measles virus,affected by,59196
stomach,measles virus,affected by,59196
skin,measles virus,affected by,59196
salivary gland,measles virus,affected by,59196
spleen,measles virus,affected by,59196
lymph nodes,measles virus,affected by,59196
Rabies,rodents,affects,59228
Rabies,lagomorphs,affects,59228
Rabies,woodchuck,affects,59228
Rabies,humans,affects,59228
woodchuck,rodents,is a,59228
woodchuck,lagomorphs,is a,59228
woodchuck,Rabies,hosts,59228
raccoons,Rabies,hosts,59228
1980,1984,through,59228
other rodents and lagomorphs,humans,exposed to,59228
Columbid herpesvirus-1,great horned owls,infects,58036
great horned owls,Columbid herpesvirus-1,hosts,58036
great horned owls,Bubo virginianus,common name of,58036
Bubo virginianus,great horned owls,latin name of,58036
Calgary,great horned owls,location of,58036
Alberta,great horned owls,location of,58036
Columbid herpesvirus-1,severe multifocal hepatic and splenic necrosis,causes,58036
Columbid herpesvirus-1,pharyngeal ulceration and necrosis,causes,58036
Columbid herpesvirus-1,gastrointestinal necrosis,causes,58036
Columbid herpesvirus-1,polymerase chain reaction (PCR),detected by,58036
PCR amplicon,Columbid herpesvirus-1,sequence of,58036
