entity_id,entity,type,doc_id
1581,Influenza A virus,Influenza A virus,60063
1582,Kuril harbor seal,Host,60063
1583,Phoca vitulina stejnegeri,subspecies,60063
1584,Hokkaido,Geographical Region,60063
1585,Japan,Country,60063
1586,Nosappu,Phoca vitulina stejnegeri,60063
1587,Akkeshi,Geographical location,60063
1588,Erimo,GeographicalRegion,60063
1589,Serum samples,Serum Sample,60063
1590,ELISA,Diagnostic test,60063
1591,Hemagglutination inhibition (HI) tests,Serological test,60063
1592,Antibodies,Measurement,60063
1593,Influenza A virus infection,disease,60063
1594,H3 subtype,Influenza A virus subtype,60063
1595,H6 subtype,Influenza A virus subtype,60063
1596,Avians,Host,60063
1597,1998,Time,60063
1598,2003,Time,60063
1599,2004,Time,60063
1600,2005,Time,60063
1601,11%,Measurement,60063
1602,3%,Measurement,60063
1603,12%,Measurement,60063
1604,6%,Measurement,60063
1605,231,Measurement,60063
1606,16,Measurement,60063
1607,75,Measurement,60063
1608,1/9,Measurement,60063
1609,2/66,Measurement,60063
1610,7/59,Measurement,60063
1611,5/77,Measurement,60063
1612,Sporadic infection,Sporadic infection,60063
1613,white-tailed deer,species,60043
1614,Odocoileus virginianus,deer,60043
1615,Jamestown Canyon virus,Orthobunyavirus,60043
1616,Bunyamwera group virus,Genus,60043
1617,La Crosse virus,Virus,60043
1618,central Wisconsin,Geographical region,60043
1619,1979-1980,Year Range,60043
1620,41,Count,60043
1621,56%,Measurement,60043
1622,80%,Measurement,60043
1623,5%,Measurement,60043
1624,serologic evidence,Measurement,60043
1625,survey,research study,60043
1626,serological evidence,Measurement,60043
1627,antibody,Measurement,60043
1628,sera,Biological Sample,60043
1629,Yellow fever,Disease,58382
1630,outbreak,Event,58382
1631,Alouatta populations,Host,58382
1632,southern Brazil,Geographical region,58382
1633,Rio Grande do Sul State,state,58382
1634,2008-2009,Time Period,58382
1635,Yellow Fever (YF),Disease,58382
1636,YF virus (YFV),Virus,58382
1637,tree hole breeding mosquitoes,disease vectors,58382
1638,nonhuman primates (NHP),Host,58382
1639,monkeys,Host,58382
1640,apes,Host,58382
1641,howler monkeys,Host,58382
1642,genus Alouatta,Host,58382
1643,Alouatta caraya,Host,58382
1644,black-and-gold howler monkey,Host,58382
1645,Haemagogus leucocelaenus,Mosquito,58382
1646,State Secretariat of Health,Government Agency,58382
1647,monitoring program,Event,58382
1648,monkey captures,Event,58382
1649,reporting of monkey casualties,Event,58382
1650,rabies viruses,Rabies virus,59406
1651,bat-eared foxes,species,59406
1652,Otocyon megalotis,Host,59406
1653,South Africa,Country,59406
1654,wildlife host species,Host,59406
1655,domestic carnivore species,Host,59406
1656,1980,Year,59406
1657,2005,Year,59406
1658,124,Number of rabies viruses,59406
1659,panel,virus panel,59406
1660,PCR amplicons,Tissue,59406
1661,G-L intergenic region,Tissue,59406
1662,nucleoprotein gene,Tissue,59406
1663,nucleotide sequence analyses,Molecular Biology Technique,59406
1664,phylogenetic groups,Phylogenetic Entity,59406
1665,antigenic data,Antigenic Data,59406
1666,surveillance data,Disease,59406
1667,hypothesis,Epidemiological Hypothesis,59406
1668,geographical loci,geographical location,59406
1669,molecular epidemiological investigation,study,59406
1670,preS sequence,genetic,60004
1671,hepatitis B virus (HBV),Hepatitis B virus,60004
1672,gibbon,Host,60004
1673,Hylobates lar,Host,60004
1674,chimpanzee,Host,60004
1675,monoclonal anti-preS2 antibody (preS2 mAb 116-34),monoclonal antibody,60004
1676,anti-preS1 mAb,monoclonal antibody,60004
1677,hepatocyte,cell,60004
1678,DNA sequence,Genetic,60004
1679,nucleotide substitution of A for C,nucleotide substitution,60004
1680,glutamine,Amino Acid,60004
1681,lysine,Amino acid,60004
1682,valine,Amino Acid,60004
1683,threonine,chemical,60004
1684,alanine,Amino acid,60004
1685,glutamic acid,Amino acid residue in viral protein,60004
1686,aspartic acid,amino acid,60004
1687,leucine,Amino Acid,60004
1688,European bat lyssavirus type 1,Lyssavirus,59229
1689,EBLV-1,Virus genotype,59229
1690,genotype 5,Genotype,59229
1691,stone marten,Host,59229
1692,Martes foina,Host,59229
1693,Germany,Country,59229
1694,Burg,Location/City,59229
1695,Saxony-Anhalt,Geographical Region,59229
1696,rabies,Disease,59229
1697,insectivorous bats,Host,59229
1698,fluorescent antibody test,Test,59229
1699,classical rabies virus,Rabies virus (genotype 1),59229
1700,genotype 1,Biological_Entity,59229
1701,mouse inoculation test,Test,59229
1702,rabies tissue culture inoculation test,Test,59229
1703,nested RT-PCR,Test,59229
1704,heminested RT-PCR,Test,59229
1705,nucleoprotein gene,viral gene,59229
1706,nucleoprotein phosphoprotein junction,viral nucleoprotein-phosphoprotein complex,59229
1707,viral RNA,Viral genome,59229
1708,brain samples,Biological Sample,59229
1709,rabies-related virus,European bat lyssavirus type 1,59229
1710,EBLV-1a,Viral strain,59229
1711,serotine bat,Host,59229
1712,phylogenetic comparison,biological process,59229
1713,isolate,Viral Isolate,59229
1714,spill-over,Biological process,59229
1715,August 2001,Date,59229
1716,regional veterinary laboratory,veterinary laboratory,59229
1717,wildlife,Host,59229
1718,Europe,Geographical Region,59229
1719,99.5%,Percentage,59229
1720,Survey for bat lyssaviruses,Public health surveillance,58774
1721,Thailand,Country,58774
1722,bat populations,animal population,58774
1723,8 provinces,AdministrativeRegion,58774
1724,2002,Year,58774
1725,2003,Year,58774
1726,932 bats,Number,58774
1727,11 species,Number,58774
1728,serum collection,Sample Collection,58774
1729,virus neutralization assays,virology assay,58774
1730,538,Number,58774
1731,hemolysed or insufficient,specimen quality issue,58774
1732,394,Number,58774
1733,Pteropus lylei,hosts,58774
1734,Eonycteris spelaea,Host,58774
1735,Hipposideros armiger,Host,58774
1736,Rousettus leschennaulti,Host,58774
1737,rabies virus,rabies virus,58774
1738,Aravan virus,Lyssavirus,58774
1739,Khujand virus,Bat lyssavirus,58774
1740,Irkut virus,bat lyssavirus,58774
1741,Australian bat lyssavirus,Australian bat lyssavirus,58774
1742,16,Number,58774
1743,new putative lyssavirus genotypes,genotype,58774
1744,text,research article,60098
1745,src,LLM_Default_Classification,60098
1746,pseudorabies (Aujeszky's disease),disease,60098
1747,Suid Herpesvirus 1,Virus,60098
1748,feral swine,Sus scrofa,60098
1749,Sus scrofa,species,60098
1750,Florida,state,60098
1751,USA,Country,60098
1752,serum neutralization test,Test,60098
1753,latex agglutination test,Test,60098
1754,enzyme-linked immunosorbent assay,Test,60098
1755,antibodies,antibody,60098
1756,serum samples,biological sample,60098
1757,11,Number,60098
1758,13,Number,60098
1759,34.8%,Percentage,60098
1760,579,Number,60098
1761,"1,662",Number,60098
1762,5.9%,Percentage,60098
1763,58.2%,Percentage,60098
1764,age,unrelated,60098
1765,sex,Biological Sex,60098
1766,adult,animal,60098
1767,juvenile,juvenile,60098
1768,8 mo,Age,60098
1769,P = 0.62,prevalence,60098
1770,P < 0.05,statistical significance threshold,60098
1771,1980 to 1989,Time Period,60098
1772,seroprevalence,statistical measure,60098
1773,January 1991,Date,60097
1774,"3,143 sera tested",Number of samples tested,60097
1775,8.9%,Prevalence,60097
1776,0.4%,Prevalence,60097
1777,Pseudorabies,virus,60097
1778,pseudorabies virus (PRV),virus,60097
1779,European wild boar,species,60097
1780,Sus scrofa,Species,60097
1781,Sera,Biological Sample,60097
1782,antibodies,Pseudorabies antibodies,60097
1783,enzyme-linked immunosorbent assay (ELISA),laboratory technique,60097
1784,neutralizing antibodies,neutralizing antibody,60097
1785,immunoblotting,laboratory technique,60097
1786,host age,Host characteristic,60097
1787,sex,Not applicable,60097
1788,temporal factors,Time Period,60097
1789,spatial factors,Geographic Location,60097
1790,seroprevalences,Serological Measure,60097
1791,older animals,animal age group,60097
1792,younger individuals,AgeGroup,60097
1793,eastern Germany,Location,60097
1794,December 1994,Time,60097
1795,1985,Time,60097
1796,domestic animal populations,wild animal populations,60097
1797,domestic pig population,domestic pig population,60097
1798,eastern part of the study area,study area,60097
1799,"3,143",Number,60097
1800,281,Number,60097
1801,13,Number,60097
1802,220,Number,60097
1803,74.8%,Percentage,60097
1804,22%,Percentage,60097
1805,Infectious pancreatic necrosis virus,Birnavirus,57815
1806,IPNV,Infectious Pancreatic Necrosis Virus,57815
1807,Viral hemorrhagic septicemia virus,Fish virus,57815
1808,VHSV,Viral Hemorrhagic Septicemia Virus,57815
1809,Viral nervous necrosis virus,Betanodavirus,57815
1810,VNNV,Viral Nervous Necrosis Virus,57815
1811,Chelon labrosus,Host,57815
1812,Barracuda,Host,57815
1813,Sphyraena sphyraena,Host,57815
1814,Axillary seabream,Host,57815
1815,Pagellus acarne,Host,57815
1816,Common two-banded seabream,Host,57815
1817,Diplodus vulgaris,Host,57815
1818,Common pandora,Host,57815
1819,P. erythrinus,Host,57815
1820,Senegal seabream,Host,57815
1821,D. bellottii,Host,57815
1822,Surmullet,Host,57815
1823,Mullus surmuletus,Host,57815
1824,Black seabream,Host,57815
1825,Spondyliosoma cantharus,Host,57815
1826,Red mullet,Host,57815
1827,Mullet barbatus,Host,57815
1828,Lusitanian toadfish,Host,57815
1829,Halobatrachus didactylus,Host,57815
1830,Tub gurnard,Host,57815
1831,Chelidonichtys lucerna,Host,57815
1832,Gulf of Cadiz,Bay,57815
1833,San Pedro River,River,57815
1834,Bay of Cadiz,Geographical location,57815
1835,Cell culture,Technique,57815
1836,Molecular diagnosis,Technique,57815
1837,Reamplification,Technique,57815
1838,13,Figure or Table Reference,57815
1839,6,Number,57815
1840,Rana grylio,species,57899
1841,pig frog,species,57899
1842,iridovirus,Iridovirus,57899
1843,Ranavirus,Genus,57899
1844,FV3,Iridovirus,57899
1845,RGV-9506,virus isolate,57899
1846,RGV-9807,virus isolate,57899
1847,RGV-9808,virus isolate,57899
1848,lethal syndrome,Disease,57899
1849,severe disease,Lethal Syndrome,57899
1850,experimental infection,Method,57899
1851,histopathology,Method,57899
1852,electron microscopy,Method,57899
1853,serological reactivity,Method,57899
1854,gel electrophoresis,Method,57899
1855,PCR,Method,57899
1856,nucleic acid sequence analysis,Method,57899
1857,MCP gene,Viral gene,57899
1858,cottontail rabbit papillomavirus,Cottontail Rabbit Papillomavirus,59668
1859,desert cottontail,organism species,59668
1860,Sylvilagus audubonii,species,59668
1861,"Colorado, USA",Geographical Region,59668
1862,cutaneous lesions,Neoplasm,59668
1863,cylindrical masses,Neoplasm,59668
1864,virally induced papillomas,Benign tumor,59668
1865,DNA analysis,Laboratory technique,59668
1866,Dengue virus,Virus,58651
1867,Dengue virus serotype 2,Virus serotype,58651
1868,Mexican bats,Host,58651
1869,Myotis nigricans,bat species,58651
1870,Pteronotus parnellii,Host,58651
1871,Natalus stramineus,Host,58651
1872,Artibeus jamaicensis,Host,58651
1873,Carollia brevicauda,Host,58651
1874,Mexico,Geographical Region,58651
1875,Gulf coast,geographical region,58651
1876,Pacific coast,coastline,58651
1877,ELISA,Immunoassay,58651
1878,RT-PCR,Biological_Entity,58651
1879,NS1 protein,Viral non-structural protein,58651
1880,seropositive,Test result,58651
1881,seronegative,Test result,58651
1882,seroprevalence,measure,58651
1883,rainy season,Environmental Factor,58651
1884,porcupines,species,58837
1885,Erethizon dorsatum,Species,58837
1886,Colorado tick fever virus,Virus,58837
1887,CTF virus,Virus,58837
1888,Rocky Mountain National Park,National Park,58837
1889,1975-1977,Time Period,58837
1890,Dermacentor andersoni,Tick species,58837
1891,Stiles,Person,58837
1892,24.6 +/- 5.4,Measurement,58837
1893,17.5-31.4 ticks,Measurement,58837
1894,129 to 257,Measurement,58837
1895,205,Measurement,58837
1896,85%,Measurement,58837
1897,rocky knolls,Geographical feature,58837
1898,south-facing slopes,Geographical feature,58837
1899,montane coniferous forest,ecosystem,58837
1900,neutralizing antibody,Measurement,58837
1901,CTF ecosystem,ecological system,58837
1902,West Nile virus,virus,59380
1903,Flavivirus,Genus,59380
1904,white-tailed deer,organism,59380
1905,Odocoileus virginianus,white-tailed deer,59380
1906,West Nile virus infection,infectious disease,59380
1907,Tifton Veterinary Diagnostic and Investigational Laboratory,Laboratory,59380
1908,The University of Georgia,Research Institution,59380
1909,Tifton,Geographical location,59380
1910,Georgia,Location,59380
1911,USA,Geographical Origin,59380
1912,3-yr-old male,animal,59380
1913,ataxia,Symptom,59380
1914,tremors,Neurological symptom,59380
1915,necropsy,Animal Autopsy,59380
1916,brain,showed,59380
1917,lymphoplasmacytic perivascular inflammation,encephalitis,59380
1918,gliosis,Histopathological Finding,59380
1919,satellitosis,pathological feature,59380
1920,hemorrhage,Finding,59380
1921,congestion,Pathological congestion,59380
1922,lymphoid depletion,pathological finding,59380
1923,retropharyngeal lymph nodes,Tissue,59380
1924,tonsil,Tissue,59380
1925,reverse transcription-polymerase chain reaction,laboratory technique,59380
1926,positive result,Disease Detection,59380
1927,text,Review article,58254
1928,src,Disease Source,58254
1929,Avian bornavirus (ABV),virus,58190
1930,ABV genotype 4,Virus,58190
1931,Himalayan monal,Host,58190
1932,Lophophorus impejanus,Host,58190
1933,neurological disease,Disease,58190
1934,chronic wasting,disease,58190
1935,weakness,Disease Symptom,58190
1936,ataxia,Clinical Sign,58190
1937,mild non-suppurative encephalitis,Disease,58190
1938,degenerative encephalopathy,Disease,58190
1939,lymphoplasmacytic myenteric ganglioneuritis,Disease,58190
1940,proventriculus,anatomical structure,58190
1941,Wallerian degeneration of the sciatic nerves,Disease,58190
1942,immunohistochemistry,diagnostic technique,58190
1943,reverse-transcriptase polymerase chain reaction (RT-PCR),Diagnostic Method,58190
1944,brain,organ,58190
1945,one-year-old male,age and gender,58190
1946,juvenile white-bellied caique,Host,58190
1947,Pionites leucogaster,Host,58190
1948,psittacine birds,Host,58190
1949,aviary,location,58190
1950,Order Galliformes,Biological Order,58190
1951,measles virus,primate virus,59196
1952,Macaca fuscata,Macaca fuscata,59196
1953,Japanese macaques,Macaca fuscata,59196
1954,measles,Disease,59196
1955,cytomegalovirus infection,Disease,59196
1956,adenoviral pneumonia,Disease,59196
1957,bacterial pneumonia,Disease,59196
1958,Candida albicans-associated gingivitis,Disease,59196
1959,esophagitis,Disease,59196
1960,outdoor exhibits,animal enclosure,59196
1961,temporary indoor caging,temporary indoor animal enclosure,59196
1962,new outdoor exhibits,animal enclosure,59196
1963,4 months,Time Period,59196
1964,2-23 days,Time period,59196
1965,53,outbreak identifier,59196
1966,12,Number,59196
1967,histopathology,Technique,59196
1968,immunohistochemistry (IHC),Technique,59196
1969,in situ hybridization (ISH),Technique,59196
1970,electron microscopy,Technique,59196
1971,lung,Tissue,59196
1972,stomach,Tissue,59196
1973,skin,Tissue,59196
1974,salivary gland,Tissue,59196
1975,Rabies,Disease,59228
1976,Rabies virus,Lyssavirus,59228
1977,Rodents,Host,59228
1978,Lagomorphs,Host,59228
1979,Woodchuck,Rodent,59228
1980,Marmota monax,Host,59228
1981,Raccoons,Host,59228
1982,Procyon lotor,Host,59228
1983,Centers for Disease Control,Government Agency,59228
1984,United States,Location,59228
1985,Mid-Atlantic states,Administrative Region,59228
1986,104,Reference number,59228
1987,Columbid herpesvirus-1,Herpesviridae,58036
1988,great horned owls,Bubo virginianus,58036
1989,Bubo virginianus,species,58036
1990,herpesvirus-induced disease,avian disease,58036
1991,Calgary,City,58036
1992,Alberta,Province,58036
1993,hepatic necrosis,pathological finding,58036
1994,splenic necrosis,Pathological Finding,58036
1995,pharyngeal ulceration and necrosis,Pathological Finding,58036
1996,gastrointestinal necrosis,Disease manifestation,58036
1997,eosinophilic intranuclear viral inclusion bodies,viral inclusion body,58036
1998,polymerase chain reaction (PCR) testing,Diagnostic Technique,58036
1999,PCR amplicon,Viral DNA fragment,58036
2000,99.7%,Mortality rate,58036
2001,Four cases,Disease count,58036
2002,Necropsy findings,Medical Finding,58036
