"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1706","1987 and 1989",NA,"Temporal Range",NA,NA,NA,1,1
"1707","wild species",NA,"Organism","Wildlife",NA,"Animal",3,3
"1708","eight species",NA,"Animal species",NA,NA,"Biological Taxonomic Group",2,2
"1709","reservoirs of infection",NA,"Biological reservoir",NA,NA,"Biological entities",2,2
"1710","Labrador",NA,"Geographic Location","Geographic Region","Geographic Location","Geographical location",4,3
"1711","valvular endocarditis",NA,"Disease","Bacterial Endocarditis","Disease or Syndrome","Disease",4,3
"1712","bacterial valvular endocarditis",NA,"Disease",NA,"Disease or Syndrome",NA,2,2
"1713","heart valves",NA,"Anatomical Structure",NA,NA,NA,1,1
"1714","other organs",NA,"Multiple unspecified organs",NA,NA,NA,1,1
"1715","wild",NA,"Animal Habitat",NA,NA,NA,1,1
"1716","Delta Junction, Alaska",NA,"Geographic Location",NA,NA,NA,1,1
"1717","Alaska",NA,"Geographic Location","US State","AdministrativeRegion","Geopolitical entity",4,4
"1718","domestic cattle",NA,"Animal",NA,"Organism","Animal",3,2
"1719","serum antibody prevalence",NA,"Quantitative measure",NA,NA,NA,1,1
"1720","1977",NA,"Year","Year","Year","Year",4,1
"1721","1984",NA,"Year","Year","Year","Year",4,1
"1722","clinical disease",NA,"Disease",NA,"Disease or Disorder","Medical Condition",3,3
"1723","productivity",NA,"Behavioral Trait",NA,NA,"Biological Productivity",2,2
"1724","infection",NA,"Disease",NA,NA,NA,1,1
"1725","feline immunodeficiency virus",NA,"Virus","Virus","Retrovirus","Virus",4,2
"1726","FIV",NA,"Virus",NA,"Virus","Virus",3,1
"1727","feline parvovirus",NA,"Virus","Virus","Parvovirus","Virus",4,2
"1728","FPV",NA,"feline parvovirus",NA,"Feline parvovirus","Feline Panleukopenia Virus",3,3
"1729","feline coronavirus",NA,"Virus","Feline coronavirus (virus)","Virus","virus",4,3
"1730","FCoV",NA,"Feline coronavirus",NA,"Virus","Feline Coronavirus",3,3
"1731","feline calicivirus",NA,"Virus","Feline virus","Virus","Virus",4,2
"1732","FCV",NA,"Feline calicivirus",NA,"Feline calicivirus","Feline calicivirus",3,1
"1733","CDV",NA,"Canine distemper virus","Virus","Virus",NA,3,2
"1734","feline herpesvirus",NA,"Virus","Feline alphaherpesvirus","Herpesvirus","Virus",4,3
"1735","FHV",NA,"Feline herpesvirus",NA,"Virus","Feline Herpesvirus",3,3
"1736","Y. pestis",NA,"Bacterium",NA,NA,"Bacterium",2,1
"1737","Rocky Mountains",NA,"Geographic Location","Mountain range","Mountain Range","Geographical Location",4,4
"1738","15 years",NA,"Time Period","Duration","TimePeriod","Duration",4,3
"1739","sex",NA,"Biological sex",NA,NA,NA,1,1
"1740","annual variation",NA,"Measurement",NA,NA,"Event",2,2
"1741","seroconversions",NA,"Measurement",NA,NA,"Event",2,2
"1742","epidemic",NA,"Disease outbreak",NA,NA,NA,1,1
"1743","exposure probability",NA,"Measurement",NA,NA,"Biological Measure",2,2
"1744","risk factors",NA,"Biological risk factors",NA,NA,"Biological Factors",2,2
"1745","viruses",NA,"causes",NA,NA,NA,1,1
"1746","Toxoplasma gondii",NA,"Parasite",NA,NA,"Parasite",2,1
"1747","10 conventional serologic tests",NA,"Test",NA,NA,NA,1,1
"1748","more than 25%",NA,"Percentage",NA,NA,"Percentage",2,1
"1749","morbidity",NA,"Disease prevalence","disease symptom","Disease_Prevalence","Health Condition",4,4
"1750","low sensitivity",NA,"Diagnostic test characteristic",NA,NA,"Property",2,2
"1751","low specificity",NA,"Diagnostic Feature",NA,NA,"Property",2,2
"1752","continuous surveillance",NA,"Disease Surveillance","Biomedical Monitoring Technique",NA,"Conservation Monitoring Program",3,3
"1753","diagnostic tools",NA,"Medical Device","Medical Diagnostic Equipment",NA,"Medical equipment",3,3
"1754","future conservation efforts",NA,"Conservation Strategy",NA,NA,"Conservation Strategy",2,1
"1755","sampling",NA,"Biological sampling",NA,NA,NA,1,1
"1756","Ehrlichia sp.",NA,"Bacteria","Bacterium","Bacterium","Bacterium",4,2
"1757","deer Ehrlichia sp.-like organism",NA,"Bacteria",NA,"Bacterium",NA,2,2
"1758","E. chaffeensis",NA,"Bacteria",NA,NA,NA,1,1
"1759","E. phagocytophila genogroup",NA,"Bacterial Genogroup",NA,NA,NA,1,1
"1760","U.S. states",NA,"Geographic Location","Administrative Division","GeographicLocation/AdministrativeRegion","Geopolitical entity",4,4
"1761","hippo",NA,"Animal","Hippopotamus amphibius",NA,NA,2,2
"1762","November 1987",NA,"Date","Date",NA,NA,2,1
"1763","4000",NA,"Number of deaths","Number of deaths","Quantity","Number of deaths",4,2
"1764","September 1988",NA,"Date","Date",NA,NA,2,1
"1765","Luangwa River valley",NA,"Geographic Location",NA,NA,NA,1,1
"1766","Spirochetes",NA,"Bacteria","Bacteria","Bacterium","Bacterial phylum",4,3
"1767","ticks",NA,"Organism",NA,"Arachnid species",NA,2,2
"1768","D. occidentalis",NA,"Host",NA,NA,"Organism",2,2
"1769","I. neotomae",NA,"Host",NA,NA,"Organism",2,2
"1770","H. leporispalustris",NA,"Host",NA,NA,"Organism",2,2
"1771","progeny",NA,"Organism",NA,NA,"Organism",2,1
"1772","Borrelia-specific monoclonal antibody (H9724)",NA,"Antibody",NA,NA,"Biological reagent",2,2
"1773","monoclonal antibody (H5332)",NA,"Laboratory reagent",NA,NA,"Biological reagent",2,2
"1774","B. burgdorferi",NA,"Bacteria",NA,NA,"Bacterium",2,2
"1775","Borrelia",NA,"Bacteria",NA,NA,NA,1,1
"1776","serologic tests",NA,"Procedure",NA,"Diagnostic test","Diagnostic procedure",3,3
"1777","spirochetemias",NA,"Bacterial infection",NA,"Disease or Syndrome","Bacterial infection",3,2
"1778","strain",NA,"Organism",NA,NA,"Organism",2,1
"1779","lagomorph",NA,"Organism",NA,NA,NA,1,1
"1780","sentinel",NA,"Animal",NA,NA,"Animal",2,1
"1781","surveillance",NA,"Epidemiological Surveillance",NA,NA,NA,1,1
"1782","67%",NA,"Percentage",NA,NA,"Percentage",2,1
"1783","bovine tuberculosis",NA,"Disease",NA,NA,"Disease",2,1
"1784","bacterium",NA,"Mycobacterium bovis",NA,NA,NA,1,1
"1785","south-west England",NA,"Geographic Region","Geographic Region",NA,"Geographical Location",3,2
"1786","TB",NA,"Bovine tuberculosis","Disease","Disease","Disease",4,2
"1787","bacilli",NA,"bacterium","Bacterial species",NA,"Bacteria",3,3
"1788","social group",NA,"Population","Societal Population",NA,"Social Structure",3,3
"1789","individual",NA,"Host","human",NA,"Organism",3,3
"1790","movement",NA,"Animal movement","Process",NA,"Behavioral Activity",3,3
"1791","social structure",NA,"Sociological Concept",NA,NA,"Biological Social Structure",2,2
"1792","badger culling",NA,"Wildlife Management Practice",NA,NA,"Process",2,2
"1793","Svalbard",NA,"Geographic Location","Geographic Region","GeographicLocation:Island","Geographical Location",4,4
"1794","type A",NA,"Bacterial toxin type",NA,NA,"Toxin type",2,2
"1795","animal species",NA,"Organism","mammal",NA,NA,2,2
"1796","Rickettsiales: Ehrlichieae",NA,"Bacteria",NA,NA,"Bacterial order",2,2
"1797","Odocoileus virginianus Zimmermann",NA,"Animal Species",NA,NA,"Species",2,2
"1798","lone star tick",NA,"Arthropod","Insect species","Species","Arthropod",4,3
"1799","Amblyomma americanum L.",NA,"Tick species",NA,"Tick species","Tick species",3,1
"1800","human ehrlichiosis",NA,"Disease","Disease","Disease","Disease",4,1
"1801","great ape",NA,"Primate","Primate","Organism","Host",4,3
"1802","t148",NA,"Staphylococcus aureus spa type",NA,"Staphylococcal protein A type",NA,2,2
"1803","necrotizing wound",NA,"lesion","Wound","Disease or Syndrome","Medical Condition",4,4
"1804","Central Africa",NA,"Geographic Region","Geographic Region","Geographic Region","Geopolitical Region",4,2
"1805","western hemisphere",NA,"Geographic Region",NA,"GeographicRegion","Geographical region",3,3
"1806","wild animals",NA,"Animal","Host",NA,"hosts",3,3
"1807","Leptospira",NA,"Bacterium","Bacterium",NA,"Bacterium",3,1
"1808","R. rattus",NA,"Rodent","Species of Rattus","Host",NA,3,3
"1809","Leptospira licerasiae",NA,"serovar","Bacterial species","Bacterial species","Bacterial species",4,2
"1810","Leptospira fainei",NA,"Bacterial Species",NA,NA,"Bacterial species",2,2
"1811","Leptospira inadai",NA,"Bacterial species",NA,NA,"Bacterial species",2,1
"1812","L. fainei",NA,"Bacterial species","Leptospira species","Bacterium species",NA,3,3
"1813","L. interrogans",NA,"Bacterial species","Leptospira species","Bacterium species",NA,3,3
"1814","L. kirschneri",NA,"Bacterial Species","Bacterium","Bacterium species",NA,3,3
"1815","VAR 010(T)",NA,"Bacterial Strain",NA,"Leptospira serovar",NA,2,2
"1816","rabbit",NA,"Animal Model","Sylvilagus audubonii",NA,NA,2,2
"1817","Hurstbridge",NA,"Serogroup",NA,NA,NA,1,1
"1818","serovar Varillal",NA,"Serogroup",NA,NA,NA,1,1
"1819","serovar Hurstbridge",NA,"Serogroup",NA,NA,NA,1,1
"1820","16S ribosomal RNA gene",NA,"Genetic Marker","Measurement",NA,NA,2,2
"1821","Microscopic agglutination test",NA,"Technique",NA,NA,NA,1,1
"1822","MAT antibodies",NA,"Diagnostic test","Measurement","Microagglutination test antibody",NA,3,3
"1823","DNA-DNA hybridization analysis",NA,"Technique","Measurement",NA,NA,2,2
"1824","culture collections",NA,"Biological resource center",NA,NA,NA,1,1
"1825","prospective study",NA,"Epidemiological Study",NA,NA,NA,1,1
"1826","Leptospira isolates",NA,"Sample",NA,NA,NA,1,1
"1827","febrile patients",NA,"Patients with leptospirosis",NA,NA,NA,1,1
"1828","881 febrile patients",NA,"Sample",NA,NA,NA,1,1
"1829","45 Leptospira isolates",NA,"Sample",NA,NA,NA,1,1
"1830","serological criteria",NA,"Diagnostic criteria",NA,NA,NA,1,1
"1831","acute leptospirosis",NA,"Disease",NA,NA,NA,1,1
"1832","American alligator",NA,"Animal","Animal species","Species","Animal",4,3
"1833","Mycoplasma",NA,"Bacterial species",NA,NA,NA,1,1
"1834","A21JP2T",NA,"Bacterial Strain","Bacterial strain","Bacterial strain","Bacterial strain",4,2
"1835","ATCC 700619T",NA,"Bacterial Strain","Strain","Bacterial strain","Bacterial strain",4,3
"1836","lethal pathogen",NA,"bacterium",NA,NA,NA,1,1
"1837","alligators",NA,"Host",NA,NA,NA,1,1
"1838","White-tailed deer",NA,"Animal",NA,"Animal reservoir","Animal species",3,3
"1839","Georgia",NA,"US State",NA,"AdministrativeRegion","State",3,3
"1840","North Carolina",NA,"Geographic Location",NA,"AdministrativeRegion",NA,2,2
"1841","south",NA,"Geographic Region","Geographic Region","GeographicRegion","Geographical Region",4,3
"1842","natural history",NA,"Ecological niche",NA,NA,"Biological process",2,2
"1843","southern New England",NA,"Geographic Region",NA,NA,NA,1,1
"1844","lung",NA,"Tissue",NA,NA,NA,1,1
"1845","livanol test",NA,"Test",NA,NA,NA,1,1
"1846","14%",NA,"Percentage","Percentage","Percentage","Percentage",4,1
"1847","33%",NA,"Percentage","Percentage",NA,"Percentage",3,1
"1848","kidney",NA,"Organ","Organ","Organ",NA,3,1
"1849","ruminants",NA,"Mammal",NA,"Mammal","Animal group",3,2
"1850","polymerase chain reaction",NA,"Method","molecular biology technique","Laboratory Technique","Process",4,4
"1851","restriction fragment length polymorphism (RFLP)",NA,"Method",NA,NA,NA,1,1
"1852","brown bears",NA,"Animal",NA,NA,NA,1,1
"1853","marine animals",NA,"Organism",NA,"OrganismGroup",NA,2,2
"1854","San Nicolas Island",NA,"Geographic Location",NA,"Island","Geographical Location",3,3
"1855","Puget Sound",NA,"Geographical Location","Body of Water","Body of Water","Geographical location",4,3
"1856","WA",NA,"US State",NA,NA,"State",2,2
"1857","sea lion",NA,"Organism",NA,NA,NA,1,1
"1858","elephant seal",NA,"Organism",NA,NA,NA,1,1
"1859","gull",NA,"Organism",NA,NA,NA,1,1
"1860","Enteritidis",NA,"Serotype","Serotype","Serotype","Serovar",4,2
"1861","Montevideo",NA,"Serotype","Serotype","Serotype","City",4,2
"1862","Newport",NA,"Location","Serotype","Serotype","Location",4,2
"1863","Reading",NA,"Serotype","Serotype","Serotype","Scientific Article",4,2
"1864","Saint Paul",NA,"Serotype","Serotype","Serotype","City",4,2
"1865","pulsed-field gel electrophoresis (PFGE)",NA,"Laboratory Technique",NA,"Laboratory Technique",NA,2,1
"1866","antimicrobial sensitivity",NA,"Property","Property",NA,"Property",3,1
"1867","genetic similarity",NA,"Property","Property",NA,"Property",3,1
"1868","fecal samples",NA,"Biological Specimen",NA,"BiologicalSample","Biological specimen",3,3
"1869","pups",NA,"Animal offspring",NA,NA,"Animal",2,2
"1870","adult males",NA,"Population subgroup",NA,NA,NA,1,1
"1871","Salmonella",NA,"Salmonella enterica","Bacterium",NA,NA,2,2
"1872","antimicrobial resistance",NA,"Property",NA,NA,NA,1,1
"1873","zoonotic",NA,"Property",NA,NA,"Adjective",2,2
"1874","previous studies",NA,"Literature",NA,NA,NA,1,1
"1875","researchers",NA,"Organism",NA,NA,"Organism",2,1
"1876","veterinarians",NA,"Organism",NA,NA,"Organism",2,1
"1877","California sea lion pups",NA,"Mammal",NA,NA,NA,1,1
"1878","adult male sea lions",NA,"Animal",NA,NA,NA,1,1
"1879","87%",NA,"Percentage",NA,NA,"Percentage",2,1
"1880","baboon",NA,"Primate","Papio anubis","Organism Species","Animal",4,4
"1881","vervet",NA,"Primate","Primate species","Species","Species",4,3
"1882","Strongyloides sp.",NA,"Nematode parasite",NA,NA,NA,1,1
"1883","Trichostrongylus sp.",NA,"Nematode","Nematode","Nematode species","Parasite",4,3
"1884","Oesophagostomum sp.",NA,"Nematode","Nematode species","Nematode species","Parasitic nematode",4,3
"1885","Entamoeba coli",NA,"Protozoan parasite","Species of protozoan parasite","Protozoan parasite species","Parasite",4,4
"1886","Entamoeba histolytica/dispar",NA,"Parasite","Species","Species","Parasite",4,2
"1887","Blastocystis hominis",NA,"Protozoan parasite","Species of protozoan parasite","Parasitic protist species","Parasite",4,4
"1888","Cyclospora sp.",NA,"Parasite","Species of Cyclospora","Species of protozoan parasite","Parasite",4,3
"1889","Cryptosporidium sp.",NA,"Parasite","Species","Species of protozoan parasite","Parasite",4,3
"1890","faecal samples",NA,"Biological Specimen","Biological Specimen","BiologicalSample","Sample",4,3
"1891","faecal smears",NA,"Biological sample",NA,NA,"Sample",2,2
"1892","10% formalin",NA,"Fixative",NA,NA,"Chemical",2,2
"1893","ova",NA,"Parasitic eggs","Structure",NA,"Parasitic eggs",3,2
"1894","larvae",NA,"Parasite","Structure",NA,"Parasitic life stage",3,3
"1895","human habitats",NA,"Environmental Context","animal habitats","Environmental Habitat","Geographical location",4,4
"1896","control programme",NA,"Public health intervention","Public Health Programme",NA,"Process",3,3
"1897","specimens",NA,"faecal samples",NA,NA,NA,1,1
"1898","long-tailed macaque",NA,"Primate","Primate species",NA,"Animal Species",3,3
"1899","forest park",NA,"Habitat",NA,NA,NA,1,1
"1900","north-eastern Thailand",NA,"Geographic Location","Geographic Region",NA,"Geopolitical Region",3,3
"1901","Opisthorchis viverrini",NA,"Parasitic worm","Species of parasitic worm","Trematode species","Parasite",4,4
"1902","Strongyloides stercoralis",NA,"Nematode parasite","Nematode parasite","Parasitic nematode species","Parasite",4,3
"1903","Strongyloides fuelleborni",NA,"Nematode parasite","Nematode parasite","Parasitic nematode species","Parasite",4,3
"1904","intestinal fluke",NA,"trematode",NA,NA,NA,1,1
"1905","Haplorchis sp.",NA,"Parasite","Species of parasitic flatworm","Parasitic flatworm species","Parasite",4,3
"1906","helminth",NA,"parasitic worm","Nematode",NA,"parasite",3,3
"1907","human-modified habitats",NA,"Anthropogenic environment",NA,NA,NA,1,1
"1908","natural environments",NA,"Habitat","Ecosystems",NA,NA,2,2
"1909","human-provided food",NA,"Dietary Supplement","Food subsidy",NA,"Food",3,3
"1910","ground",NA,"Habitat","Geological feature",NA,"Earth's surface",3,3
"1911","diet",NA,"Dietary component",NA,NA,"Process",2,2
"1912","black howler monkey",NA,"Primate","Mammal","Species",NA,3,3
"1913","Belize",NA,"Geographic Location","Country","Country","Country",4,2
"1914","Giardia duodenalis",NA,"Parasite","Species of Giardia","Protozoan parasite species","Parasite",4,3
"1915","G. lamblia",NA,"Parasite",NA,"Species","Parasite",3,2
"1916","G. intestinalis",NA,"Parasite",NA,"Species","Parasite",3,2
"1917","Assemblages A",NA,"Bacterial Strain",NA,"Giardia assemblage","Parasite assemblage",3,3
"1918","Assemblages B",NA,"Parasite assemblage",NA,"Parasite assemblage","Parasite group",3,2
"1919","domestic animals",NA,"Animal",NA,NA,"Organism",2,2
"1920","Antigen capture enzyme-linked immunosorbent assays (ELISAs)",NA,"Technique","Process",NA,NA,2,2
"1921","endoparasite",NA,"Parasite","Helminth","Parasitic Organism","Parasitic organism",4,4
"1922","seasons",NA,"Time period",NA,NA,"TemporalPeriod",2,2
"1923","protected areas",NA,"Conservation Area","Conservation Reserve","GeographicLocation/ConservationArea","Conservation Zones",4,4
"1924","gastrointestinal parasites",NA,"Pathogen",NA,NA,"Parasitic organism",2,2
"1925","desert",NA,"Habitat",NA,NA,"Geographical Location",2,2
"1926","two dry seasons",NA,"Time Period","Biological Period","TimePeriod",NA,3,3
"1927","two groups",NA,"Study groups","Population groups","Population subgroup",NA,3,3
"1928","86 individuals",NA,"Study subjects",NA,NA,NA,1,1
"1929","all age-sex classes",NA,"Demographic group",NA,NA,NA,1,1
"1930","Phocascaris cystophorae",NA,"Parasite","Species of Nematode","Species of parasitic nematode worm","Nematode species",4,4
"1931","Berland, 1964",NA,"Species Authority",NA,NA,NA,1,1
"1932","lips",NA,"Nematode mouthparts","Structure","Anatomical structure of nematode",NA,3,3
"1933","adjacent structures",NA,"Anatomical structures",NA,"Anatomical Structure",NA,2,2
"1934","caudal papillae",NA,"Anatomical structure","Structure","Anatomical structure","Property",4,3
"1935","papilla-like structures",NA,"Anatomical structures","Structure","Anatomical Structure","Property",4,4
"1936","Contracaecum osculatum",NA,"Nematode","Nematode species","Species of parasitic nematode worm","Parasitic nematode species",4,4
"1937","eastern spotted skunk",NA,"Animal","Mammal","Species","Animal",4,3
"1938","skunk",NA,"Animal","Mammal",NA,NA,2,2
"1939","small carnivore",NA,"Mammal",NA,NA,NA,1,1
"1940","January 2007",NA,"DATE","Date","Date Range End","Date",4,3
"1941","4.1",NA,"Quantitative Value",NA,"Mean value","Measurement",3,3
"1942","2.1",NA,"Standard Deviation",NA,"Standard Deviation","Measurement",3,2
"1943","population",NA,"Animal population",NA,NA,"Organism",2,2
"1944","Steroid hormone",NA,"Organism",NA,"Endogenous steroid hormone","Organism",3,2
"1945","immune response",NA,"Process",NA,NA,"Process",2,1
"1946","communities",NA,"Ecological communities",NA,NA,"Ecological communities",2,1
"1947","vertebrates",NA,"Organism",NA,NA,NA,1,1
"1948","sex-associated hormones",NA,"Organism",NA,NA,NA,1,1
"1949","immunocompetence",NA,"Immune system function",NA,NA,"Property",2,2
"1950","lung helminths",NA,"Parasitic worm","Nematode",NA,NA,2,2
"1951","enzyme immunoassays",NA,"Process","analytical technique",NA,"Measurement",3,3
"1952","EIA",NA,"Process","Enzyme Immunoassay",NA,"Measurement",3,3
"1953","faecal androgen",NA,"Organism","Measurement",NA,NA,2,2
"1954","faecal cortisol",NA,"Organism",NA,NA,NA,1,1
"1955","faecal oestrogen",NA,"Organism",NA,NA,NA,1,1
"1956","year",NA,"Time Period","time period",NA,"Temporal Entity",3,3
"1957","seasonal patterns",NA,"Process","Circadian rhythm",NA,"Property",3,3
"1958","male chamois",NA,"Host",NA,NA,NA,1,1
"1959","female chamois",NA,"Host",NA,NA,NA,1,1
"1960","gastrointestinal eggs",NA,"Parasite eggs","Measurement",NA,"Parasite",3,3
"1961","androgen",NA,"Organism",NA,NA,"Organism",2,1
"1962","gastrointestinal nematodes",NA,"Parasite",NA,NA,"Parasitic organism",2,2
"1963","Florida panther",NA,"Animal","Mammal species",NA,NA,2,2
"1964","southern Florida",NA,"Geographic Location","Geographic Region",NA,"Geographical Location",3,3
"1965","trematode",NA,"parasite",NA,NA,NA,1,1
"1966","cestode",NA,"Parasitic worm",NA,NA,NA,1,1
"1967","LaRue, 1917",NA,"Species epithet","Scientific reference",NA,"Scientific name",3,3
"1968","Mueller, 1935",NA,"Parasite Species Descriptor","Scientific reference",NA,"Scientific name",3,3
"1969","Alessandrini, 1905",NA,"Parasitologist","Scientific reference",NA,"Scientific name",3,3
"1970","Ercolani, 1859",NA,"Species Describer","Scientific reference",NA,"Scientific name",3,3
"1971","Lühe, 1910",NA,"Species epithet","Scientific reference",NA,"Scientific name",3,3
"1972","anthelmintic",NA,"Drug",NA,NA,NA,1,1
"1973","six counties",NA,"Geographic Location","Administrative Division",NA,NA,2,2
"1974","1978",NA,"Year","Year","Year","Year",4,1
"1975","2003",NA,"Year","Year","Year","Year",4,1
"1976","91%",NA,"Prevalence",NA,NA,"Percentage",2,2
"1977","89%",NA,"Prevalence",NA,NA,"Percentage",2,2
"1978","6 mo",NA,"Time duration",NA,NA,"Time period",2,2
"1979","9 mo",NA,"Time Period",NA,NA,"Time period",2,2
"1980","Florida panther population",NA,"Biological Population",NA,NA,NA,1,1
"1981","parasite misidentification",NA,"Diagnostic Error",NA,NA,NA,1,1
"1982","bronchi",NA,"Respiratory Tract",NA,NA,NA,1,1
"1983","Great Plains",NA,"Geographical Region","Geographic Region","Geographic Region","Geographical Region",4,2
"1984","6%",NA,"Percentage",NA,"Prevalence",NA,2,2
"1985","Filaroides",NA,"Genus of parasitic nematodes","Filaroides osleri",NA,NA,2,2
"1986","Capillaria",NA,"Nematode","Nematode",NA,NA,2,1
"1987","Helminth fauna",NA,"Parasite community","Parasite fauna",NA,NA,2,2
"1988","37",NA,"Number of lynx carcasses",NA,NA,"Number",2,2
"1989","38",NA,"Number of samples",NA,"Quantity","Number",3,3
"1990","61",NA,"Helminth",NA,"Number of helminths","Year",3,3
"1991","older",NA,"Age",NA,NA,NA,1,1
"1992","younger",NA,"Age",NA,NA,NA,1,1
"1993","greater number",NA,"Quantity",NA,NA,NA,1,1
"1994","22%",NA,"Prevalence",NA,"Prevalence",NA,2,1
"1995","P < or = 0.05",NA,"Statistical significance threshold","Statistical significance threshold","Statistical significance threshold","Statistical Threshold",4,2
"1996","first systematic investigation",NA,"Research Study",NA,NA,"Research Study",2,1
"1997","American mink",NA,"Animal","Mammal","Species","Animal",4,3
"1998","February-March 2004",NA,"Time","Time period","Time period","Time Period",4,3
"1999","74%",NA,"Percentage","Percentage",NA,"Percentage",3,1
"2000","pre-reproductive period",NA,"Developmental stage",NA,NA,NA,1,1
"2001","post-reproductive period",NA,"Life stage",NA,NA,NA,1,1
"2002","20th century",NA,"Time",NA,"Time period",NA,2,2
"2003","420",NA,"Chemical Compound",NA,"Quantity","Page number",3,3
"2004","two thirds",NA,"Proportion",NA,"Proportion","Fraction",3,2
"2005","parvovirus",NA,"Virus",NA,"Virus species","Virus",3,2
"2006","mustelid",NA,"Mammal",NA,"Organism",NA,2,2
"2007","small carnivores",NA,"Carnivora",NA,NA,"Taxonomic group",2,2
"2008","genotype",NA,"Genetic characteristic",NA,NA,"Biological trait",2,2
"2009","immune status",NA,"Immunological characteristic",NA,NA,"Biological Condition",2,2
"2010","viral strain",NA,"Aleutian disease virus strain",NA,NA,NA,1,1
"2011","trapped",NA,"Participle describing a state",NA,NA,NA,1,1
"2012","blood samples",NA,"Tissue","Biological Specimen",NA,"Biological specimen",3,3
"2013","cadavers",NA,"Tissue",NA,NA,NA,1,1
"2014","histopathologic lesions",NA,"Disease manifestation",NA,"Disease_or_Syndrome","Pathological findings",3,3
"2015","vehicular impact injuries",NA,"Injury",NA,"Injury","Medical Condition",3,2
"2016","antibody counter immunoelectrophoresis",NA,"Laboratory technique",NA,"Laboratory Test",NA,2,2
"2017","protein electrophoresis",NA,"Diagnostic test",NA,"Laboratory Technique",NA,2,2
"2018","total plasma protein",NA,"Biomarker",NA,NA,"Biological Molecule",2,2
"2019","cross-sectional study",NA,"Study Design",NA,NA,NA,1,1
"2020","Elaeophorosis",NA,"Disease","Disease","Disease","Disease",4,1
"2021","red deer",NA,"Animal",NA,NA,NA,1,1
"2022","fallow deer",NA,"Animal","Mammal",NA,"Animal",3,2
"2023","October 1994",NA,"Date","Date","Date","Date",4,1
"2024","September 1995",NA,"Date","Date","DateRangeEnd","Date",4,2
"2025","fall",NA,"Season","Season","Season","Season",4,1
"2026","early spring",NA,"Season","Season","Season","Season",4,1
"2027","fur seals",NA,"Animal",NA,NA,NA,1,1
"2028","Southern Hemisphere",NA,"Geographic Region","Geographic Region",NA,"Geographical Region",3,2
"2029","A. forsteri",NA,"Host","Host","Host","Host",4,1
"2030","A. tropicalis",NA,"Host","Host","Host","Host",4,1
"2031","eared seal",NA,"Otariidae","Otariidae","otariid","Animal",4,3
"2032","mosquito",NA,"Vector","vector","Arthropod Vector",NA,3,3
"2033","internal organs",NA,"Organelle",NA,NA,"Tissue",2,2
"2034","common genet",NA,"Animal","Mammal species","Mammal","Animal",4,3
"2035","intestinal cestode",NA,"Organism",NA,NA,NA,1,1
"2036","cyclophyllideans",NA,"Organism",NA,NA,"Organism",2,1
"2037","flagellum",NA,"Organism",NA,"Biological structure","Organism",3,2
"2038","spermatozoon",NA,"Organism","Sperm Cell","Biological structure","Organism",4,3
"2039","mature spermatozoon",NA,"Organism",NA,NA,NA,1,1
"2040","Bâ",NA,"Author",NA,"Person",NA,2,2
"2041","Marchand",NA,"Researcher",NA,"Person",NA,2,2
"2042","leaf",NA,"Organism",NA,NA,NA,1,1
"2043","two chimpanzee communities",NA,"Primate social group",NA,NA,"Host",2,2
"2044","tape-worms",NA,"Parasite",NA,NA,NA,1,1
"2045","gastropods",NA,"Host",NA,NA,NA,1,1
"2046","terrestrial gastropods",NA,"Host",NA,NA,"Host",2,1
"2047","protostrongylid-type larvae",NA,"Parasite",NA,"Parasitic nematode larva","Parasitic nematode larvae",3,3
"2048","rams",NA,"Host",NA,"Age group",NA,2,2
"2049","abomasal",NA,"Anatomical Location",NA,NA,NA,1,1
"2050","worm",NA,"nematode",NA,NA,NA,1,1
"2051","spicules",NA,"Skeletal structures in invertebrates","Parasitic worm structure","Anatomical structure","Male reproductive organ",4,4
"2052","Cestoda",NA,"Phylum","Phylum","Phylum",NA,3,1
"2053","Mesocestoididae",NA,"Family","Family (Taxonomic classification)","Family","Family",4,2
"2054","western fence lizards",NA,"Animal Model","Organism","Organism",NA,3,2
"2055","SMI",NA,"Geographic Location","Stage of a parasite's life cycle",NA,"Medical Subject Headings (MeSH) term",3,3
"2056","southern California",NA,"Geographic Location",NA,NA,NA,1,1
"2057","Hopland Research and Extension Center",NA,"Field Station","Research Center","Research Institute","Research Institution",4,4
"2058","HREC",NA,"Research Facility","Human Research Ethics Committee",NA,"Host Range Expansion and Control",3,3
"2059","acephalic metacestodes",NA,"Parasitic larval stage of a tapeworm",NA,"Life stage","Parasitic worm stage",3,3
"2060","adult tapeworm",NA,"Parasite",NA,NA,NA,1,1
"2061","peritoneal tetrathyridial infections",NA,"Disease or Syndrome",NA,"Disease or Syndrome","Disease",3,2
"2062","life-history studies",NA,"Study type",NA,NA,"Process",2,2
"2063","life-cycle studies",NA,"Study type",NA,NA,NA,1,1
"2064","enzootic sites",NA,"Geographic locations",NA,NA,NA,1,1
"2065","experimental inoculations",NA,"Study type",NA,NA,NA,1,1
"2066","oral",NA,"Route of Administration",NA,NA,NA,1,1
"2067","asexual replication",NA,"Biological Process",NA,NA,"Process",2,2
"2068","southwest Ethiopia",NA,"Geographic Region","Geographic Region",NA,NA,2,1
"2069","tourists",NA,"Host","Organism","Host","Host",4,2
